firma_adi;adres;sehir;ilce;telefon;website;domain;birlik
TURKISH GENETICS TOHUMCULUK A.Ş.;KONAK MAH. KONAK CAD. SEÇKİN APT. NO:52 ;BURSA;NİLÜFER;(224) 0000000;;;İİB-HUBUBAT
ENZEL GIDA İTH.İHR.TİC.LTD.ŞTİ;KOCATEPE MAH.GÜMRÜK İSKELE CAD. NO:89/1;İSTANBUL;BAYRAMPAŞA;(212) 6400919;www.enzelgida.com;enzelgida.com;İİB-HUBUBAT
ENDÜSTRIYEL MAKINA VE MONTAJ SIS.SAN.TIC.LTD.ŞTI.;ÇELİKAY CAD. DÖNENCE SOK. NO.5 SEYRANTEPE/İSTANBUL;İSTANBUL;KAĞITHANE;(212) 2640290;www.endustriyel.com.tr;endustriyel.com.tr;İİB-HUBUBAT
UNITED GROUP MOB. GIDA TEKSTİL AMB. OTOMOTİV   HED. EŞYA İNŞ SAN VE TİC.LTD.ŞTİ.;CİHANGİR MAH SEMAH SOK NO:15A;İSTANBUL;AVCILAR;(212) 4226449;;;İİB-HUBUBAT
CARGILL TARIM SAN. VE TİC. AŞ;KISIKLI CAD.NO:4 A BLOKBÖLÜM 8-9-10-11;İSTANBUL;ÜSKÜDAR;(216) 5541800;www.cargill.com.tr;cargill.com.tr;İİB-HUBUBAT
VESER KİMYEVİ MADDELER A.Ş.;ORG. SAN. BÖLG. GALVANO TEKNIKSAN. SIT. B BLOK NO:16;İSTANBUL;KÜÇÜKÇEKMECE;(212) 6712030;www.veser.com.tr;veser.com.tr;İİB-HUBUBAT
ÖZTİRYAKİLER MADENİ EŞYA SANAYİ VE TİCARET ANONİM ŞİRKETİ;CUMHURİYET MH.ESKİ HADIMKÖY YOLU  NO:8 DAİRE:1;İSTANBUL;BÜYÜKÇEKMECE;(212) 8867800;www.oztiryakiler.com.tr;oztiryakiler.com.tr;İİB-HUBUBAT
AKLİFE GIDA TURİZM EĞLENCE İNŞ. SAN. VE TİC. LTD. ŞTİ.;ÇOBANÇEŞME MAH MİTHATPAŞA CAD  NO:39;İSTANBUL;BAHÇELİEVLER;(212) 4224405;;;İİB-HUBUBAT
UCUZCULAR GIDA MADDELERI SAN. VE TIC.A.Ş.;MISIR ÇARŞISI IÇI   NO:51;İSTANBUL;FATİH;(212) 5206492;www.ucuzcular.com.tr;ucuzcular.com.tr;İİB-HUBUBAT
HES İLAÇ E KOZMETİK A.Ş;BATI MAH.IHLAMUR SOK NO:7 İÇ KAPI NO:2;İSTANBUL;PENDİK;(216) 0000000;;;İİB-HUBUBAT
ŞÖLEN ÇİKOLATA GIDA SAN.VE TİC .A.Ş.;ORTAKÖY MAH. HARBİYE CAD. NO:33SİLİVRİ;İSTANBUL;SİLİVRİ;(212) 8675800;www.solen.com.tr;solen.com.tr;İİB-HUBUBAT
YAMAKOĞLU İNŞAAT TAAHHÜT VE DIŞ TİCARET LTD. ŞTİ.;PİRİÇELEBİ MAHALLESİARMUTLU SOK.CENGİZ PLAZA SİT.NO:2/102                            42/11;RIZE;MERKEZ;(464) 2132494;www.yamakoglu.com.tr;yamakoglu.com.tr;İİB-HUBUBAT
SWEETY DIŞ TİCARET LİMİTED ŞİRKETİ;KOCATEPE MAH.GÜMRÜK İSKELESİ CAD. MEGACENTER A BLO89 NO:1642;İSTANBUL;BAYRAMPAŞA;(212) 6403600;;;İİB-HUBUBAT
ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ;"REŞİTPAŞA MAHALLESİ, ESKİ BÜYÜKDERE CADDESİ NO: 4 MASLAK ";İSTANBUL;ŞİŞLİ;(212) 3668400;www.abdiibrahim.com.tr;abdiibrahim.com.tr;İİB-HUBUBAT
KAKULE KAHVE GIDA ÜRÜN. İTH. İHR. SAN. VE TİC. LTD. ŞTİ.;ÇINAR MAH. 842. SOK. NO:63/A ;İSTANBUL;BAĞCILAR;(212) 0000000;;;İİB-HUBUBAT
AKBULAK GIDA DIŞ TİC.LTD.ŞTİ;BAHÇEŞEHİR 2 KISIM MAH.ŞELALE CAD TORTUM SİT 1 BL OK APT NO:4/29;İSTANBUL;BAŞAKŞEHİR;(212) 0000000;;;İİB-HUBUBAT
BOSPHORUS DANIŞMANLIK  TURİZM VE DIŞ TİC.LTD.ŞTİ;CUMHURİYET MAH.NAZIM HİKMET BULVARI NO:81 B BLOK KAT1 D:3 ;İSTANBUL;ESENYURT;(212) 8538505;;;İİB-HUBUBAT
SAİ GROUP PROJE YÖNETİMİ SANAYİ TİCARET LİMİTED ŞİRKETİ;PINARTEPE MH TURGUT ÖZAL 1 CD NO 27A İÇ KAPI NO:1;İSTANBUL;BÜYÜKÇEKMECE;(212) 8526668;www.bigbite.com.tr;bigbite.com.tr;İİB-HUBUBAT
AKDEMİR GLOBAL DIŞ TİCARET ANONİM ŞİRKETİ;MAHMUTBEY MAH. 2416 SOK. İSTOÇ NO:4/132 BAĞCILAR;İSTANBUL;BAĞCILAR;(212) 7710466;;;İİB-HUBUBAT
BAŞAKTEKS GIDA TİC. İTH. İHR. LTD. ŞTİ. ;ETİ SOK.NO:7/1 ;İSTANBUL;GÜNGÖREN;(212) 6417550;;;İİB-HUBUBAT
TARGET LOJİSTİK DANIŞMANLIK GIDA VE DIŞ TİCARET ANONİM ŞİRKETİ;YEŞİLOVA MAHALLESİ AKDENİZ CAD. NO:1-7;İSTANBUL;KÜÇÜKÇEKMECE;(212) 0000000;;;İİB-HUBUBAT
ETİ GIDA SANAYİ VE TİC.A.Ş.;HOŞNUDİYE MH.KIZILCIKLI MAHMUT PEHLİVAN CD.ETİ PLAZA NO:11;ESKIŞEHIR;TEPEBAŞI;(222) 2212000;;;İİB-HUBUBAT
ÇITIR SUSAM TAHİN GIDA SAN.VE DIŞ TİC.LTD.ŞTİ.;BOĞAZKÖY İSTİKLAL MAH. YONCA SOK. NO:12/1 ;İSTANBUL;ARNAVUTKÖY;(212) 6688806;www.citirsusam.com;citirsusam.com;İİB-HUBUBAT
ELİT TEAM İMPORT EXPORT DIŞ TİC. LTD. ŞTİ.;İSLAMBEY MAH. HAMİDE SOK. NO:6 K:3;İSTANBUL;KADIKÖY;(216) 0000000;;;İİB-HUBUBAT
SİMİT SARAYI YATIRIM VE TİCARET A.Ş.;SİMİT SARAYI GENEL MÜDÜRÜLÜK BÜYÜKDERE CAD. NO:191 APA GİZ PLAZA ;İSTANBUL;ŞİŞLİ;(212) 3980398;www.simitsarayi.com;simitsarayi.com;İİB-HUBUBAT
PEYMAN KURUYEMIŞ GIDA AKTARIYE KIM.MAD.TAR.ÜRN.SAN.VE TIC.A.Ş;KAZIMDİRİK MH. 282/1 SK.NO:6 K:1 D:101;İZMİR;BORNOVA;(232) 4722204;www.peyman.com.tr;peyman.com.tr;İİB-HUBUBAT
PETRO YAĞ VE KİMYASALLAR SANAYİ VE TİCARET ANONİM ŞİRKETİ;GOSB TEMBELOVA MEVKİİ GENÇLİK.CAD. NO:3014;KOCAELI;GEBZE;(262) 6771700;www.petroyag.com;petroyag.com;İİB-HUBUBAT
ELVAN GIDA SAN. VE TIC. AŞ.;TEVFİK BEY MAH. TAHSİN TEKOĞLU CAD. NO:26 SEFAKÖY-KÜÇÜKÇEKMECE-İSTANBUL;İSTANBUL;KÜÇÜKÇEKMECE;(212) 5525106;www.elvan.com.tr;elvan.com.tr;İİB-HUBUBAT
TFN BAHARAT VE GIDA ÜRETİM PAZ. İHR. İTH. SAN. TİC. LTD. ŞTİ.;CUMHURİYET MAH.VATAN CAD.NO10;SAKARYA;PAMUKOVA;(264) 2420246;;;İİB-HUBUBAT
IND ENDÜSTRİYEL DAYANIKLI TÜKETİM ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;AYDINLI - İSTANBUL AYOSB MAH. MERMERCİLER CAD. İSTANBUL ANADOLU YAKASI OSB NO:41;İSTANBUL;TUZLA;(216) 5930242;www.ndustrio.com;ndustrio.com;İİB-HUBUBAT
YENİ TEKÖZEL MARKALI ÜRÜNLER DAĞITIM HİZMETLERİ A.Ş.;KISIKLI MAH. YENISEN SK. YILDIZ HOLDING B BLOK NO: 8 B IÇ KAPI NO: 1;İSTANBUL;ÜSKÜDAR;(216) 5235058;;;İİB-HUBUBAT
BİLGE İLAÇ BİTKİSEL ÜRÜNLER KOZ.SAN.VE TİC.A.Ş.;AKÇABURGAZ MAH.3034 SOKNO:23/1;İSTANBUL;ESENYURT;(212) 7099541;;;İİB-HUBUBAT
TURUN GIDA SAN. VE TIC. A.Ş.;E-5 KARAYOLU ÜZERI 7.KM.YENIBEDIR KÖYÜ MEVKII 39750;KIRKLARELI;LÜLEBURGAZ;(288) 4264707;www.turunflourmills.com;turunflourmills.com;İİB-HUBUBAT
BEYAZ GIDA SAN VE  DIŞ.TİC.LTD.ŞTİ.;CEVİZLİK MAH. MUHTAR HALİT KIRAL SOK NO:26/7;İSTANBUL;BAKIRKÖY;(212) 4662469;;;İİB-HUBUBAT
MARİAM COFFEE CO KAHVE GIDA İMALAT SANAYİ TİCARET İTHALAT İHRACAT LİMİTED ŞİRKETİ;ORTA MAH. NİLAY SOK NO:1/4;İSTANBUL;TUZLA;(216) 0000000;;;İİB-HUBUBAT
OBA MAKARNACILIK SAN. VE TİC. A.Ş.;O.S.B. 4. BÖLGE 83422 NOLU CAD. NO: 1;GAZIANTEP;ŞEHİTKAMİL;(342) 3234600;www.obamakarna.com.tr;obamakarna.com.tr;İİB-HUBUBAT
YILMAZ PAZ.DAĞITIM HIZMETLERI VE INŞAAT SAN.LTD.ŞTI.;AMBARLI DOLUM TESİSLERİ YOLUŞEHİT P.ER YAVUZ BAHAR SK.NO:2;İSTANBUL; ;;www.yilmazpazarlama.com;yilmazpazarlama.com;İİB-HUBUBAT
BHS GIDA SAN VE TİC LTD ŞTİ;ADNAN KAHVECİ MH YAVUZ SULTAN SELİM BLV PARLAVİSTA RESİDANCE 1B BLOK K 6 D 48;İSTANBUL;BEYLİKDÜZÜ;(212) 8720225;www.bhsticaret.com;bhsticaret.com;İİB-HUBUBAT
GUSTO PASTACILIK GIDA SANAYİ LTD. ŞTİ.;"REŞADİYE CADDESİ NO : 163/A REŞADİYE 34799 ÇEKMEKÖY, ";İSTANBUL;ÇEKMEKÖY;(216) 4292828;;;İİB-HUBUBAT
ZİLAN DIŞ TİC.LTD.ŞTİ.;YENIKAPIKATIPKASIM SOK.NO:62;İSTANBUL; ;(212) 6322323;www.zilanltd.com;zilanltd.com;İİB-HUBUBAT
AJİNOMOTO İSTANBUL GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ;ÇAMLI MAH.SFERİHİSAR CAD.NO:171;İZMİR;GÜZELBAHÇE;(232) 2367600;;;İİB-HUBUBAT
TAMİRA GIDA SANAYİ VE TİCARET A.Ş.;BARAKFAKİH MAH.18. CAD.NO:3/Z3;BURSA;KESTEL;(224) 5730607;;;İİB-HUBUBAT
SELKAS INTERNATIONAL AMBALAJ LİMİTED ŞİRKETİ;SKYPORT RESİDENCE | YAKUPLU MAH. HÜRRİYET BLV. SKYPORT SİTESİ BLOK 1 NO:151;İSTANBUL;BEYLİKDÜZÜ;(212) 9569600;https://www.savorybite.com.tr/;savorybite.com.tr;İİB-HUBUBAT
DANIŞ GİYİM DIŞ TİC. VE SAN. LTD. ŞTİ. ;KEMALPAŞA MAH. FETHİ BEY CAD. NO:39 LALELİ İSTANBUL;İSTANBUL;FATİH;(212) 5185499;www.danisgroup.com;danisgroup.com;İİB-HUBUBAT
KURUKAHVECI MEHMET EFENDI MAHDUMLARI GIDA SANAYI VE TICARET ANONIM SIRKETI;TAHTAKALE MH.HASIRCILAR CD.N-7K-1;İSTANBUL; ;02125117174;;;İİB-HUBUBAT
GESAŞ GENEL GIDA SAN. VE TIC. A.Ş.;ANKARA CAD.NO:146 PK:116;KONYA; ;(332) 2358882;www.gesas.com.tr;gesas.com.tr;İİB-HUBUBAT
TATLAN PAZARLAMA GIDA SAN.VE TİC.LTD.ŞTİ.;CAMİ KEBİR MAH.AHIHIZIR SOK. NO:22;ÇANAKKALE;BAYRAMİÇ;(286) 7731109;www.tatlangida.com;tatlangida.com;İİB-HUBUBAT
YENİ KÖKLER GIDA TURİZM ORGANİZASYON SAN. TİC. A.Ş.;KEMANKEŞ KARAMUSTAFAPAŞA MAH. MUMHANE CAD. KARAKÖYGÜLLÜOĞLU NO:63 ;İSTANBUL;BEYOĞLU;(212) 2255282;;;İİB-HUBUBAT
TAT İTH.İHR.İÇ VE DIŞ TİC.LTD.ŞTİ;KOCATEPE MAH.12 SOK.YAĞ İSKELESİ CAD.MEGA CENTER 35/44 C:26 K:6 ;İSTANBUL;BAYRAMPAŞA;(212) 6400917;www.tatihracat.com.tr;tatihracat.com.tr;İİB-HUBUBAT
HASDAĞ UNLU MAMÜLLER GIDA SAN VE TİC.LTD.ŞTİ;MİMAR SİNAN MERKEZ MAH. E-5 LONDRA ASFALTI CAD. NO;İSTANBUL;BÜYÜKÇEKMECE;(212) 8622344;;;İİB-HUBUBAT
ATOM GIDA SAN VE TIC. LTD. ŞTI;BATTALGAZI MAH. ŞARK CD. AYTOPGIDA SIT. H-BLOK NO:26-27;İSTANBUL;SULTANBEYLİ;(216) 5926580;www.atombaharat.com;atombaharat.com;İİB-HUBUBAT
İHYA FOOD DIŞ TİC. A.Ş.;KOCATEPE MAH. GÜMRÜK İSKELESİ CAD. A BLOK SİT. MEGA CENTER NO:89/1824;İSTANBUL;BAYRAMPAŞA;(212) 0000000;;;İİB-HUBUBAT
SENSIENT TURKEY DOGAL MADDELER ANONIM SIRKETI;VELİBABA MAH. KAHRAMANLAR CAD. NO:42/1;İSTANBUL;PENDİK;(216) 3076771;www.endemix.com.tr;endemix.com.tr;İİB-HUBUBAT
RVL ULUSLARARASI TAŞIMACILIK DIŞ TİC.LTD.ŞTİ;"KARAGÜMRÜK MAH. SARMAŞIK SOK. NO;:32 D:1 ";İSTANBUL;FATİH;(212) 4514436;www.realworldlogistic.com;realworldlogistic.com;İİB-HUBUBAT
UNIFO GIDA VE SAVUNMA SAN. TİC. A.Ş.;GEBZE ORGANIZE SAN BÖL.400.SOKNO:412;KOCAELI;GEBZE;(262) 7513325;www.tada.com.tr;tada.com.tr;İİB-HUBUBAT
APM AZIM GIDA SANAYI VE TICARET ANONIM SIRKETI;SERIFALI MAH. TAVUKÇUYOLU CAD. APM IS MERKEZI NO: 268 IÇ KAPI NO: 1BUL;İSTANBUL;ÜMRANİYE;(216) 4209093;;;İİB-HUBUBAT
KAMARIN KUMANYA VE GEMI MALZ. SAN. VE TIC.  LTD. ŞTİ.;ÇAVUŞOĞLU MAH. SPOR CAD. NO:88 ;İSTANBUL;KARTAL;(216) 3066073;www.kamarin.com.tr;kamarin.com.tr;İİB-HUBUBAT
AS KARE SAĞLIK ÜRÜNLER PAZ.DAN. YAZILI HİZ. SAN.VE DIŞ TİC.A.Ş;BARBAROS MAH. MOR SÜMBÜL SOK NO:5A/329;İSTANBUL;ATAŞEHİR;(216) 0000000;;;İİB-HUBUBAT
MAYASAN GIDA SANAYI VE TICARET A.Ş.;COBANCESME SAN.CD SULUN SK.NO:17;İSTANBUL;ŞİŞLİ;(212) 6396565;;;İİB-HUBUBAT
ALTIPARMAK GIDA SAN. VE TİC. A.Ş.;ÇAVUŞBAŞI CD. NO:70 34782;İSTANBUL;ÇEKMEKÖY;(216) 6430202;www.altiparmak.com.tr;altiparmak.com.tr;İİB-HUBUBAT
SANTANA DIŞ TİC. VE SAN. LTD. ŞTİ.;TATLIKUYU HAMAM SK.SARAÇISHAKMH.NO:26/5-6;İSTANBUL; ;(212) 5174100;www.kazlicesme.com.tr;kazlicesme.com.tr;İİB-HUBUBAT
EFOR İÇ VE DIŞ TİCARET LTD.ŞTİ.;ORUÇREİS MAH. TEKSTİLKENT  CAD. TEKSTİLKENT SİTESİ . A BLOK 12/ B NO:324 K:32  ;İSTANBUL;ESENLER;(212) 4452727;www.efortrading.com;efortrading.com;İİB-HUBUBAT
OFFICINE DOLCE VİTA S.R.L MERKEZİ İTALYA İSTANBUL ŞUBESİ;YENİBOSNA MERKEZ MAH. 29. EKİM CAD. CICI NO:41/Z-1;İSTANBUL;BAHÇELİEVLER;(212) 0000000;;;İİB-HUBUBAT
BALCAN GIDA İNŞAAT MAKİNA OTOMOTİV SANAYİ TİCARET LİMİTED ŞİRKETİ;ÇAMLIK MAH TURGUT ÖZAL BULVARI VELENE PARK SİTESİ A BLOK NO /36 A ;İSTANBUL;ÜMRANİYE;(216) 0000000;;;İİB-HUBUBAT
NESTLE TÜRKİYE GIDA SAN. AŞ;*TOROS BİNASI;İSTANBUL; ;(212) 2812200;;;İİB-HUBUBAT
BONART GIDA SAN VE TİC. A.Ş.;GOSB. İHSANDEDE CAD. 800. SOK.NO:122;KOCAELI;GEBZE;(262) 6465713;yunustayci@bonartfood.com;bonartfood.com;İİB-HUBUBAT
İSTANBUL ÖZMAYA MAYACILIK LTD.ŞTİ;SAHRAYI CEDİT MAH.CEBESOY SOK NO:8 ;İSTANBUL;KADIKÖY;(322) 6137220;;;İİB-HUBUBAT
MUHİT LOJİSTİK DIŞ TİCARET LİMİTED ŞİRKETİ;MALTEPE MAH.ESKİ ÇIEPICI YOLU SK.MERİDYEN İŞ MRK N;İSTANBUL;ZEYTİNBURNU;(212) 0000000;;;İİB-HUBUBAT
IFF AROMA ESANS SANAYİ VE TİCARET ANONİM ŞİRKETİ;GEBZE ORGANIZE SANAYI BOLGESIIIHSAN DEDE CAD. 1100. SOK. NO:1102;KOCAELI;GEBZE;(262) 6770777;www.iff.com;iff.com;İİB-HUBUBAT
GRAND SWEETS DIŞ TİCARET LİMİTED ŞİRKETİ;BAHÇEŞEHİR 2. KISIM MAH. MERSEDES BLV. A BLOK  NO:30E İÇ KAPI NO: 11;İSTANBUL;BAŞAKŞEHİR;(212) 0000000;;;İİB-HUBUBAT
BAŞHAN AGRO GIDA SANAYİ VE TİCARET A.Ş.;EMEK MAH. MERSİN ADANA KARAYOLU ÜZERİ ATATÜRK BLV. NO: 18;MERSIN;AKDENİZ;(324) 2214141;www.bashan.com.tr;bashan.com.tr;İİB-HUBUBAT
ŞAHAP GIDA İNŞAAT ELEKTRİK TEKSTİL TASARIM SANAYİ VE DIŞ TİC. LTD. ŞTİ.;"AZİZ MAHMUT HÜDAYİ MAHALLESİ, UNCULAR CAD. NO:19/B ";İSTANBUL;ÜSKÜDAR;(212) 5589961;;;İİB-HUBUBAT
YD DIŞ TİCARET LTD.ŞTİ.;CEVİZLİK MAH.İSTANBUL CAD.26/1 63 ;İSTANBUL;BAKIRKÖY;;;;İİB-HUBUBAT
ANL GIDA SAN.VE TIC.A.Ş;AKÇABURGAZ MAH. 3032 SK NO:2;İSTANBUL;ESENYURT;(212) 6909600;www.anlgida.com.tr;anlgida.com.tr;İİB-HUBUBAT
NATURA GIDA SAN.VE TIC.A.Ş;MAHMUTBEY MAH.TAŞOCAĞI YOLU CAD.NO:8;İSTANBUL;BAĞCILAR;(212) 6296060;www.golfdondurma.com.tr;golfdondurma.com.tr;İİB-HUBUBAT
BURSA TOHUMCULUK ZIRAAT VE TIC A.Ş.;GÜLBAHÇE MAH.DR.SADIK AHMET CAD NO:101 ALP İŞ MERK.6/23;BURSA;OSMANGAZİ;(224) 2530654;www.bursaseed.com;bursaseed.com;İİB-HUBUBAT
BAZAAR İNTERNATİONAL TRADE TÜKETİM ÜRÜNLERİ İTHALAT İHRACAT LİMİTED ŞİRKETİ;FERHATPAŞA MAH.44. SOK. YERYÜZÜ GIDA VE YEŞİL MALATYA  GIDA NO:52-54;İSTANBUL;ATAŞEHİR;(212) 0000000;;;İİB-HUBUBAT
5MUTLU GIDA SANAYİ VE TİCARET LTD. ŞTİ.;İKİTELLİ OSB MAH.ESKİ TURGUT ÖZAL CAD.C BLOK NO:2/2B202;İSTANBUL;BAŞAKŞEHİR;(212) 0000000;;;İİB-HUBUBAT
EFE EYÜP SULTAN ŞEKERLEME GIDA SAN.VE TİC.LTD.ŞTİ;KARAYOLLARI MAH. 653 SOK 8A ;İSTANBUL;GAZİOSMANPAŞA;(212) 6091005;www.eyupsultanlokumculuk.com;eyupsultanlokumculuk.com;İİB-HUBUBAT
ATILIM UNLU MAMÜLLER SAN.VE A.Ş.;ERİKLİ PINAR AÇMALAR MEVKİİ Y.DUDULLU OSB.1 CAD NO:4;İSTANBUL;ÜMRANİYE;(216) 4182572;;;İİB-HUBUBAT
MRM GRUP MAKİNA TEKS. İNŞ. GIDA TURZ. SAN. VE DIŞ TİC. LTD. ŞTİ.;SOĞANAĞA CD.TAVŞANTAŞI SK.NO:2/4-B;İSTANBUL;FATİH;(212) 6387631;www.haksan.com.tr;haksan.com.tr;İİB-HUBUBAT
RANN IMEX DIŞ TİC.LTD.ŞTİ;CEVİZLİ MAH KIRIKKALE SOK DAP ADAM KULE NO:9 İÇ KAPI  NO:12;İSTANBUL;KARTAL;(216) 0000000;;;İİB-HUBUBAT
YONCA GIDA SANAYİ İŞLETMELERİ İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ;KOCATEPE MAH. YAĞ İSKELESİ CAD. MEGA CENTER SİTESİ C BLOKLAR C30  BLOK NO:21 İÇ KAPI NO:17;İSTANBUL;BAYRAMPAŞA;(236) 2332520;https://www.yonca.com.tr/;yonca.com.tr;İİB-HUBUBAT
