firma_adi;adres;sehir;ilce;telefon;website;domain;birlik
ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ;"REŞİTPAŞA MAHALLESİ, ESKİ BÜYÜKDERE CADDESİ NO: 4 MASLAK ";İSTANBUL;ŞİŞLİ;(212) 3668400;www.abdiibrahim.com.tr;abdiibrahim.com.tr;İİB-HUBUBAT
SAİ GROUP PROJE YÖNETİMİ SANAYİ TİCARET LİMİTED ŞİRKETİ;PINARTEPE MH TURGUT ÖZAL 1 CD NO 27A İÇ KAPI NO:1;İSTANBUL;BÜYÜKÇEKMECE;(212) 8526668;www.bigbite.com.tr;bigbite.com.tr;İİB-HUBUBAT
ÇITIR SUSAM TAHİN GIDA SAN.VE DIŞ TİC.LTD.ŞTİ.;BOĞAZKÖY İSTİKLAL MAH. YONCA SOK. NO:12/1 ;İSTANBUL;ARNAVUTKÖY;(212) 6688806;www.citirsusam.com;citirsusam.com;İİB-HUBUBAT
SİMİT SARAYI YATIRIM VE TİCARET A.Ş.;SİMİT SARAYI GENEL MÜDÜRÜLÜK BÜYÜKDERE CAD. NO:191 APA GİZ PLAZA ;İSTANBUL;ŞİŞLİ;(212) 3980398;www.simitsarayi.com;simitsarayi.com;İİB-HUBUBAT
PEYMAN KURUYEMIŞ GIDA AKTARIYE KIM.MAD.TAR.ÜRN.SAN.VE TIC.A.Ş;KAZIMDİRİK MH. 282/1 SK.NO:6 K:1 D:101;İZMİR;BORNOVA;(232) 4722204;www.peyman.com.tr;peyman.com.tr;İİB-HUBUBAT
PETRO YAĞ VE KİMYASALLAR SANAYİ VE TİCARET ANONİM ŞİRKETİ;GOSB TEMBELOVA MEVKİİ GENÇLİK.CAD. NO:3014;KOCAELI;GEBZE;(262) 6771700;www.petroyag.com;petroyag.com;İİB-HUBUBAT
ELVAN GIDA SAN. VE TIC. AŞ.;TEVFİK BEY MAH. TAHSİN TEKOĞLU CAD. NO:26 SEFAKÖY-KÜÇÜKÇEKMECE-İSTANBUL;İSTANBUL;KÜÇÜKÇEKMECE;(212) 5525106;www.elvan.com.tr;elvan.com.tr;İİB-HUBUBAT
IND ENDÜSTRİYEL DAYANIKLI TÜKETİM ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;AYDINLI - İSTANBUL AYOSB MAH. MERMERCİLER CAD. İSTANBUL ANADOLU YAKASI OSB NO:41;İSTANBUL;TUZLA;(216) 5930242;www.ndustrio.com;ndustrio.com;İİB-HUBUBAT
TURUN GIDA SAN. VE TIC. A.Ş.;E-5 KARAYOLU ÜZERI 7.KM.YENIBEDIR KÖYÜ MEVKII 39750;KIRKLARELI;LÜLEBURGAZ;(288) 4264707;www.turunflourmills.com;turunflourmills.com;İİB-HUBUBAT
OBA MAKARNACILIK SAN. VE TİC. A.Ş.;O.S.B. 4. BÖLGE 83422 NOLU CAD. NO: 1;GAZIANTEP;ŞEHİTKAMİL;(342) 3234600;www.obamakarna.com.tr;obamakarna.com.tr;İİB-HUBUBAT
YILMAZ PAZ.DAĞITIM HIZMETLERI VE INŞAAT SAN.LTD.ŞTI.;AMBARLI DOLUM TESİSLERİ YOLUŞEHİT P.ER YAVUZ BAHAR SK.NO:2;İSTANBUL; ;;www.yilmazpazarlama.com;yilmazpazarlama.com;İİB-HUBUBAT
BHS GIDA SAN VE TİC LTD ŞTİ;ADNAN KAHVECİ MH YAVUZ SULTAN SELİM BLV PARLAVİSTA RESİDANCE 1B BLOK K 6 D 48;İSTANBUL;BEYLİKDÜZÜ;(212) 8720225;www.bhsticaret.com;bhsticaret.com;İİB-HUBUBAT
ZİLAN DIŞ TİC.LTD.ŞTİ.;YENIKAPIKATIPKASIM SOK.NO:62;İSTANBUL; ;(212) 6322323;www.zilanltd.com;zilanltd.com;İİB-HUBUBAT
SELKAS INTERNATIONAL AMBALAJ LİMİTED ŞİRKETİ;SKYPORT RESİDENCE | YAKUPLU MAH. HÜRRİYET BLV. SKYPORT SİTESİ BLOK 1 NO:151;İSTANBUL;BEYLİKDÜZÜ;(212) 9569600;https://www.savorybite.com.tr/;savorybite.com.tr;İİB-HUBUBAT
DANIŞ GİYİM DIŞ TİC. VE SAN. LTD. ŞTİ. ;KEMALPAŞA MAH. FETHİ BEY CAD. NO:39 LALELİ İSTANBUL;İSTANBUL;FATİH;(212) 5185499;www.danisgroup.com;danisgroup.com;İİB-HUBUBAT
GESAŞ GENEL GIDA SAN. VE TIC. A.Ş.;ANKARA CAD.NO:146 PK:116;KONYA; ;(332) 2358882;www.gesas.com.tr;gesas.com.tr;İİB-HUBUBAT
TATLAN PAZARLAMA GIDA SAN.VE TİC.LTD.ŞTİ.;CAMİ KEBİR MAH.AHIHIZIR SOK. NO:22;ÇANAKKALE;BAYRAMİÇ;(286) 7731109;www.tatlangida.com;tatlangida.com;İİB-HUBUBAT
TAT İTH.İHR.İÇ VE DIŞ TİC.LTD.ŞTİ;KOCATEPE MAH.12 SOK.YAĞ İSKELESİ CAD.MEGA CENTER 35/44 C:26 K:6 ;İSTANBUL;BAYRAMPAŞA;(212) 6400917;www.tatihracat.com.tr;tatihracat.com.tr;İİB-HUBUBAT
ATOM GIDA SAN VE TIC. LTD. ŞTI;BATTALGAZI MAH. ŞARK CD. AYTOPGIDA SIT. H-BLOK NO:26-27;İSTANBUL;SULTANBEYLİ;(216) 5926580;www.atombaharat.com;atombaharat.com;İİB-HUBUBAT
SENSIENT TURKEY DOGAL MADDELER ANONIM SIRKETI;VELİBABA MAH. KAHRAMANLAR CAD. NO:42/1;İSTANBUL;PENDİK;(216) 3076771;www.endemix.com.tr;endemix.com.tr;İİB-HUBUBAT
RVL ULUSLARARASI TAŞIMACILIK DIŞ TİC.LTD.ŞTİ;"KARAGÜMRÜK MAH. SARMAŞIK SOK. NO;:32 D:1 ";İSTANBUL;FATİH;(212) 4514436;www.realworldlogistic.com;realworldlogistic.com;İİB-HUBUBAT
UNIFO GIDA VE SAVUNMA SAN. TİC. A.Ş.;GEBZE ORGANIZE SAN BÖL.400.SOKNO:412;KOCAELI;GEBZE;(262) 7513325;www.tada.com.tr;tada.com.tr;İİB-HUBUBAT
KAMARIN KUMANYA VE GEMI MALZ. SAN. VE TIC.  LTD. ŞTİ.;ÇAVUŞOĞLU MAH. SPOR CAD. NO:88 ;İSTANBUL;KARTAL;(216) 3066073;www.kamarin.com.tr;kamarin.com.tr;İİB-HUBUBAT
ALTIPARMAK GIDA SAN. VE TİC. A.Ş.;ÇAVUŞBAŞI CD. NO:70 34782;İSTANBUL;ÇEKMEKÖY;(216) 6430202;www.altiparmak.com.tr;altiparmak.com.tr;İİB-HUBUBAT
SANTANA DIŞ TİC. VE SAN. LTD. ŞTİ.;TATLIKUYU HAMAM SK.SARAÇISHAKMH.NO:26/5-6;İSTANBUL; ;(212) 5174100;www.kazlicesme.com.tr;kazlicesme.com.tr;İİB-HUBUBAT
EFOR İÇ VE DIŞ TİCARET LTD.ŞTİ.;ORUÇREİS MAH. TEKSTİLKENT  CAD. TEKSTİLKENT SİTESİ . A BLOK 12/ B NO:324 K:32  ;İSTANBUL;ESENLER;(212) 4452727;www.efortrading.com;efortrading.com;İİB-HUBUBAT
BONART GIDA SAN VE TİC. A.Ş.;GOSB. İHSANDEDE CAD. 800. SOK.NO:122;KOCAELI;GEBZE;(262) 6465713;yunustayci@bonartfood.com;bonartfood.com;İİB-HUBUBAT
IFF AROMA ESANS SANAYİ VE TİCARET ANONİM ŞİRKETİ;GEBZE ORGANIZE SANAYI BOLGESIIIHSAN DEDE CAD. 1100. SOK. NO:1102;KOCAELI;GEBZE;(262) 6770777;www.iff.com;iff.com;İİB-HUBUBAT
BAŞHAN AGRO GIDA SANAYİ VE TİCARET A.Ş.;EMEK MAH. MERSİN ADANA KARAYOLU ÜZERİ ATATÜRK BLV. NO: 18;MERSIN;AKDENİZ;(324) 2214141;www.bashan.com.tr;bashan.com.tr;İİB-HUBUBAT
ANL GIDA SAN.VE TIC.A.Ş;AKÇABURGAZ MAH. 3032 SK NO:2;İSTANBUL;ESENYURT;(212) 6909600;www.anlgida.com.tr;anlgida.com.tr;İİB-HUBUBAT
NATURA GIDA SAN.VE TIC.A.Ş;MAHMUTBEY MAH.TAŞOCAĞI YOLU CAD.NO:8;İSTANBUL;BAĞCILAR;(212) 6296060;www.golfdondurma.com.tr;golfdondurma.com.tr;İİB-HUBUBAT
BURSA TOHUMCULUK ZIRAAT VE TIC A.Ş.;GÜLBAHÇE MAH.DR.SADIK AHMET CAD NO:101 ALP İŞ MERK.6/23;BURSA;OSMANGAZİ;(224) 2530654;www.bursaseed.com;bursaseed.com;İİB-HUBUBAT
EFE EYÜP SULTAN ŞEKERLEME GIDA SAN.VE TİC.LTD.ŞTİ;KARAYOLLARI MAH. 653 SOK 8A ;İSTANBUL;GAZİOSMANPAŞA;(212) 6091005;www.eyupsultanlokumculuk.com;eyupsultanlokumculuk.com;İİB-HUBUBAT
MRM GRUP MAKİNA TEKS. İNŞ. GIDA TURZ. SAN. VE DIŞ TİC. LTD. ŞTİ.;SOĞANAĞA CD.TAVŞANTAŞI SK.NO:2/4-B;İSTANBUL;FATİH;(212) 6387631;www.haksan.com.tr;haksan.com.tr;İİB-HUBUBAT
YONCA GIDA SANAYİ İŞLETMELERİ İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ;KOCATEPE MAH. YAĞ İSKELESİ CAD. MEGA CENTER SİTESİ C BLOKLAR C30  BLOK NO:21 İÇ KAPI NO:17;İSTANBUL;BAYRAMPAŞA;(236) 2332520;https://www.yonca.com.tr/;yonca.com.tr;İİB-HUBUBAT
TEKİN PASTACILIK GIDA OTOMOTİV TİC VE SAN LTD ŞTİ;BATTALGAZİ MH SARDUNYA SK AYTOP SAN SİT J BLOK NO 1/34;İSTANBUL;SULTANBEYLİ;(216) 3142253;www.chefcake.com.tr;chefcake.com.tr;İİB-HUBUBAT
EKOL ÇİKOLATA SANAYİ TİCARET LTD. ŞTİ.;SANAYİ MAH. 60221 NOLU CAD. NO: 22;GAZIANTEP;ŞEHİTKAMİL;(342) 0000000;www.ekolcikolata.com;ekolcikolata.com;İİB-HUBUBAT
YAŞAR DIŞ TİC.A.Ş;GAZIOSMANPASA BULV.BATI ISH.10/1KAT3-4-5;İZMİR;KONAK;02324890121;www.yasardis.com.tr;yasardis.com.tr;İİB-HUBUBAT
PİMAK PROFESYONEL MUTFAK LİMİTED ŞİRKETİ;İKİTELLİ OSB MH ATATÜRK BULVARI ELİ M. TOKATLI İS MERKEZİ NO:112/4;İSTANBUL;BAŞAKŞEHİR;(850) 4808084;www.pimak.com;pimak.com;İİB-HUBUBAT
BOLÇİ ÇİKOLATA A.Ş;SUSUZKINIK KÖYÜ SUSUZKINIK ORGANİZE SANAYİ BÖLGESİ NO:111/3 ;BOLU;MERKEZ;(374) 2751424;www.bolci.com.tr;bolci.com.tr;İİB-HUBUBAT
PAMİR GIDA SAN.A.Ş;LİTROS AİLE BAHÇE YOLU NO:10;İSTANBUL;MALTEPE;(212) 6125000;www.haribo.com;haribo.com;İİB-HUBUBAT
ÇAĞRI MAĞAZACILIK ANONİM ŞİRKETİ;"MERVE MAHALLESİ NECİP FAZIL CADDESİ NO:14 KAT:2, ";İSTANBUL;SANCAKTEPE;(216) 3111000;http://www.cagri.com;cagri.com;İİB-HUBUBAT
LESAFFRE TURQUIE MAYACILIK ÜR.TİC. A.Ş;SAHRAYICEDİT MH.ATATÜRK CD.CEBESOY SK.NO: 8;İSTANBUL;KADIKÖY;(216) 9395897;"www.dosumaya.com.tr;www.lesaffre.com.tr";"dosumaya.com.tr;www.lesaffre.com.tr";İİB-HUBUBAT
KLIMATEK ELEKT.VE MEKANIK CIHAZLAR SAN.VE TIC.A.S.;İNÖNÜ CD.AKAR PALAS APT.NO:14/6;İSTANBUL;BEYOĞLU;(212) 2444616;www.klimatek.com;klimatek.com;İİB-HUBUBAT
REIS TARIMSAL ÜRÜNLER SAN. VE TIC.A.Ş.;ÇAKMAKLI MEVKİİ AKÇABURGAZ MAH.54 SOK NO:7;İSTANBUL;ESENYURT;(212) 6719700;www.reisgida.com.tr;reisgida.com.tr;İİB-HUBUBAT
KALE MADENCILIK SAN.VE TIC.A.Ş .;KALE UN SANAYI IPSALA YOLUÜZERI 2.KM;EDIRNE;KEŞAN;(284) 7141403;www.kaleflour.com;kaleflour.com;İİB-HUBUBAT
SAFİRA DIŞ TİCARET VE DANIŞMANLIK LİMİTED ŞİRKETİ;KUCUK BAKKALKOY MAHALLESİ HAZAR SOKAK NO 2/1;İSTANBUL;ATAŞEHİR;(216) 3645656;www.safiratrade.com.tr ;safiratrade.com.tr;İİB-HUBUBAT
SOYYIĞIT GIDA SAN. VE TIC. A.Ş;AKÇABURGAZ MAH. 3 CADDE 3106 SOK NO:3 A3. CADDE 110.SK. NO:3;İSTANBUL;ESENYURT;(212) 8863200;www.soyyigit.com.tr;soyyigit.com.tr;İİB-HUBUBAT
MİRPAİN GIDA SAN.VE TİC.A.Ş;BEYLİKDÜZÜ O.S.B. MAH. BİRLİK SAN. SİT. 3.CAD. NO:5D:68;İSTANBUL;BEYLİKDÜZÜ;(212) 8750111;www.sinora.com.tr;sinora.com.tr;İİB-HUBUBAT
UZMAN KARDAN MAKİNE OTOMOTİV SAN. VE TİC. A.Ş.;İKİTELLİ OSB MAH. BAĞCILAR GÜNGÖREN SAN.SİT. 18.BLOK NO:234490;İSTANBUL;BAŞAKŞEHİR;(212) 5491014;www.uzmankardan.com;uzmankardan.com;İİB-HUBUBAT
PERFETTI VAN MELLE GIDA SAN.VE TIC.A.Ş.;KIRAC BELDESI MERK.M. ATATURKC.N:15;İSTANBUL;BÜYÜKÇEKMECE;02126223600;www.perfettivanmelle.com.tr;perfettivanmelle.com.tr;İİB-HUBUBAT
VENÜS BİSKÜVİ SAN. VE TİC. A.Ş.;TABAKHANE MAH. ORG. SAN. BÖLG. KÜME EVLERİ MEVKİİ NO:9 ;BURSA;YENİŞEHİR;(224) 7734040;www.venus.biz;venus.biz;İİB-HUBUBAT
AL NALBURİYE HIRDAVAT TİCARET VE SAN. LTD. ŞTİ.;ARAPCAMİ MAH. KÜREKÇİLER CAD.NO:37;İSTANBUL;BEYOĞLU;(212) 2934131;www.al.com.tr;al.com.tr;İİB-HUBUBAT
KERVAN GIDA SAN. VE TIC. A.Ş.;BEYSAN SANAYI SITESI FUARCAD. NO.11;İSTANBUL; ;02128757690;www.kervangida.com;kervangida.com;İİB-HUBUBAT
ŞENKARDEŞ GIDA SAN. VE TİC. LTD. ŞTİ.;HANLIKÖY MAH. ESKİŞEHİR CD. NO:123;SAKARYA;ARİFİYE;(264) 2764760;www.senkardes.com.tr;senkardes.com.tr;İİB-HUBUBAT
TELLİOĞLU YEM-GIDA ENTEGRE TESİSLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;YENİKÖY MAH.YENİKÖY 51 SOK. TELLİOĞLU UN NO:180;BALIKESIR;KARESİ;(266) 2461450;www.tellioglugida.com.tr;tellioglugida.com.tr;İİB-HUBUBAT
İHSAR DIŞ TİCARET A.Ş.;ORGANİZE SAN.BÖLG.ESKİ EREĞLİ YOLU  ÜZERİ ;KARAMAN;KARAMAN;(338) 2241100;www.sarayholding.com.tr;sarayholding.com.tr;İİB-HUBUBAT
CEMREM TURİZM KAFE OTELCİLİK GIDA OTOMOTİV İNŞAAT EMLAK FİLM VE MÜZİK YAPIM SAN. VE TİC. LTD. ŞTİ.;SULTANGAZİ MAH. 2/A SOK. NO:25/A ;İSTANBUL;SULTANGAZİ;(212) 4750203;www.cmrcigkofte.com;cmrcigkofte.com;İİB-HUBUBAT
EVLİYA ŞEKERLEME SAN.VE TİC. LTD.ŞTİ.;3.ORG.SAN.BÖLGESİ 14.SK.NO:7;KONYA;SELÇUKLU;(332) 2392323;www.evliya.com.tr;evliya.com.tr;İİB-HUBUBAT
GÜRPAK AMBALAJ VE GIDA SAN.TIC LTD.ŞTI.;ÇARŞI MAH .CAN SK. NO:20;İSTANBUL;KARTAL;(216) 3771727;www.gurpak.com.tr;gurpak.com.tr;İİB-HUBUBAT
KUREX HAZIR GIDA  ÜRÜNLERİ  İML.SAN. VE TİC.LTD.ŞTİ;FERHATPAŞA MAH.ÇAĞLAYAN EGE BELEDİYE İŞ HANINO:68 K:2;İSTANBUL;ÇATALCA;(212) 7892250;www.kurex.co;kurex.co;İİB-HUBUBAT
BIEN TÜKETIM ÜRÜNLERI SANAYI TICARET ANONIM SIRKETI;KARAGÜMRÜK MAHALLESİ ADNAN MENDERES VATAN BULVARI B2 NO: 76 İÇ KAPI NO: 29;İSTANBUL;FATİH;(212) 4414001;http://www.saglikdolabim.com;saglikdolabim.com;İİB-HUBUBAT
BONOVA GIDA SANAYİ VE TİCARET ANONİM ŞİRKETİ;SULTAN ORHAN MAH. KIŞLA CAD. NO: 4 İÇ KAPI NO: 6;KOCAELI;GEBZE;(262) 0000000;www.bonovagida.com;bonovagida.com;İİB-HUBUBAT
ATAER GIDA ÜRETIM VE PAZ.TIC. VE SAN.LTD.ŞTI.;ESENTEPE M.G.O.PASA KUCUKSAN.SIT.20.BL. N:14;İSTANBUL; ;02126680207;www.ataergida.com;ataergida.com;İİB-HUBUBAT
SİNERJİ GIDA KİMYA TEKSTİL SAN. VE TİC. AŞ.;FATİH MAH. İNCİ CAD. NO.75/B;İSTANBUL;SULTANBEYLİ;(216) 3981053;www.sistemd.com.tr;sistemd.com.tr;İİB-HUBUBAT
ÇIZMECI GIDA SAN. VE TIC A.Ş.;"GÜZELLER ORGANİZE SANAYİ BÖLGESİ , İNÖNÜ MAHALLESİ,  EBULFEYZ ELÇİBEY SOKAK, NO:11 41400, GEBZE";KOCAELI;GEBZE;(262) 7514090;www.cizmecigida.com;cizmecigida.com;İİB-HUBUBAT
TURKUAZ GÖZETİM BELGELENDİRME VE EĞİTİM HİZM.TİC.LTD.ŞTİ;TUNA MAH. OSMAN GAZİ CAD. 24 / 2;İSTANBUL;ESENLER;(850) 2551887;saim.tasdemir@ks01.kep.tr;ks01.kep.tr;İİB-HUBUBAT
EDIRNE YAĞ SANAYI VE TIC.A.Ş.;ATATURK BULVARI NO:256;EDIRNE;EDİRNE;(284) 2350630;www.olin.com.tr;olin.com.tr;İİB-HUBUBAT
MELODI ÇIKOLATA VE GIDA SAN. A.Ş;ZAFER MAH. DOĞAN ARASLI CAD.133. SOK. NO: 4;İSTANBUL;ESENYURT;(212) 6203030;www.melodi.com.tr;melodi.com.tr;İİB-HUBUBAT
ZEELANDIA  GIDA SAN.VE TIC.A.Ş.;ŞERİFALİ MAH. BARBAROS CAD. BEYİT SOK.NO:15 K:1;İSTANBUL;ÜMRANİYE;(216) 5276030;www.zeelandia.com.tr;zeelandia.com.tr;İİB-HUBUBAT
OYAL ÇİKOLATA VE ŞEKERLİ MAMUL LER İMALAT TİC.VE SAN LTD.ŞTİ.;YENİBOSNA MH DEĞİRMENBAHÇE CD NO 28;İSTANBUL;BAHÇELİEVLER;(212) 4520158;www.oyalchocolate.com;oyalchocolate.com;İİB-HUBUBAT
BAZLAMA GıDA A.Ş.;TEŞVİKİYE MAH.OSMAN F.SEDEN SK.TOK APT.NO:8/B;İSTANBUL;ŞİŞLİ;(212) 9510498;http://www.bazlamakahvalti.com;bazlamakahvalti.com;İİB-HUBUBAT
EVREN ZİNCİR İMALAT MAKİNA SAN. VE TİC. A. Ş.;CUMHURIYET MAH.ISMET INÖNÜ CADNO.38;KOCAELI;GEBZE;(262) 6582525;www.evrenzincir.com.tr;evrenzincir.com.tr;İİB-HUBUBAT
DİNK GIDA SAN.VE.TİC.LTD.ŞTİ.;MUSTAFA KEMAL PAŞA ORG. SAN. BÖLG. 6 NOLU CAD. NO:6-8;BURSA;MUSTAFAKEMALPAŞA;(224) 6326200;www.dinkgida.com.tr;dinkgida.com.tr;İİB-HUBUBAT
ALTINKILIÇLAR KAHVE KAKAO ÜRÜNLERİ TİC.VE SAN.A.Ş.;MECLİSİ MEBUSAN CAD. ÖMER AVNİ MAH. İNEBOLU SOK. NO:1-1/3 KABATAŞ;İSTANBUL;BEYOĞLU;(212) 2432505;www.kahvedunyasi.com.tr;kahvedunyasi.com.tr;İİB-HUBUBAT
DOST GIDA SAN. VE TİC. A. Ş.;ANKARA YOLU  6.KM P.K.73;ÇORUM;MERKEZ;(364) 2350450;www.dostkavukcu.com;dostkavukcu.com;İİB-HUBUBAT
HARMAN TARIM TOH. VE GIDA PAZ. TİC. LTD. ŞTİ.;ZAHİRECİLER SİTESİ F/1;EDIRNE;UZUNKÖPRÜ;(284) 5137056;www.harmantohum.com;harmantohum.com;İİB-HUBUBAT
BİMAK GIDA MADD.İÇ VE DIŞ TİC.A.Ş; BARBAROS MAH.EVREN CAD. ÇİM SOK.NO:22ATAŞEHİR;İSTANBUL;ATAŞEHİR;(216) 3694957;www.bimak.com.tr;bimak.com.tr;İİB-HUBUBAT
ADEL KALEMCİLİK TİC. VE SAN. AŞ;ŞEKERPINAR MAH. YAYOL SOK NO:7 41480;KOCAELI;ÇAYIROVA;(850) 6777000;www.adel.com.tr;adel.com.tr;İİB-HUBUBAT
YILDIZ GIDA YAPI SAN.VE TIC.A.S.;BURHAN SOKAK NO 7 ŞERİFALİÜMRANİYE ŞERİFALİ 34720;İSTANBUL;ÜMRANİYE;(216) 5262244;www.yildizgida.com;yildizgida.com;İİB-HUBUBAT
