firma_adi;adres;sehir;ilce;telefon;website;domain;birlik
4A MAKİNA DENİZCİLİK SAN VE TİC.LTD.ŞTİ;AYDINTEPE MAH. D-100 KARAYOLU CAD. E-5 YANYOL BAHAR İŞ MERKEZİ NO:14/G;İSTANBUL;TUZLA;(216) 4934252;;;İİB-GEMİ
GEPA FİBERGLAS SAN.VE TİC.A.Ş;HARMANDALI SOKAK NO:10 AYDINTEPE;İSTANBUL;TUZLA;(216) 3929396;www.gepafiberglass.com;gepafiberglass.com;İİB-GEMİ
BEYKİM DENİZCİLİK GEMI IŞLETMECİLİĞİ SAN.TIC.A.Ş.;MASLAK MAH.AOS 55. SK. 42 MASLAK A BLOK NO:2İÇ KAPI NO:142 SARIYER/İSTANBUL;İSTANBUL;SARIYER;(212) 2742958;;;İİB-GEMİ
AKSİS YANGIN SÖNDÜRME SİS.A.Ş;İST.DERİ ORG.SAN.BÖLG.ASORT SOK.NO:1 XVII-23 ÖZEL PARSEL;İSTANBUL;TUZLA;(216) 3068216;www.aksismak.com.tr;aksismak.com.tr;İİB-GEMİ
NAVANTEC DENİZCİLİK ENERJİ MÜH. DAN.TAAH. SAN TİC.LTD.ŞTİ.;İÇMELER MAH. YILMAZ SOK NO:4/1/3;İSTANBUL;TUZLA;(216) 3924454;;;İİB-GEMİ
DENİZ MENZİLİ TEKNE İŞLETMACİLİĞİ TİCARET LİMİTED ŞİRKETİ;ZEYTİNLİK MAH.FİŞEKHANE CAD.CAROUSEL NO: 5 İÇ KAPI;İSTANBUL;BAKIRKÖY;(212) 0000000;;;İİB-GEMİ
NEVA KOMPOZİT TEKNOLOJİ VE MARİNE SAN.TİC.LTD.ŞTİ;İSTANBUL TUZLA AYDINTEPE MAH.SAHİL BULVARI ALİZE İŞ MERKEZİ NO:191/19;İSTANBUL;TUZLA;(216) 4470600;;;İİB-GEMİ
IDA YATÇILIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;YAKUPLU MAH HURRIYET BLV SKYPORT SKYPORT RESİDENCE NO:1/62 ;İSTANBUL;BEYLİKDÜZÜ;(212) 2255522;;;İİB-GEMİ
YILMAZ KARDEŞLER BALIKÇILIK VE DENİZCİLİK TURİZM İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ;KOZAĞZI MAHALLESİ DÜDÜKÇÜ 2 SOKAK NO:16/3;ORDU;PERŞEMBE;(452) 5171038;;;İİB-GEMİ
PUSULA TANKER VE GEMİ KİRALAMA DENİZCİLİK ANONİM ŞİRKETİ;BAHÇELİEVLER MAH. MEHMETÇİK SOK. KADİR HASNO:1 İÇ KAPI NO:1B24;İSTANBUL;BAHÇELİEVLER;(212) 4410399;;;İİB-GEMİ
WORLD OF JET CAR DEEP SEA TUR TİC LTD ŞTD;SİTELER MAH. 207 SK. SU SPORLARI6 NOLU PARKUR NO: 7;MUĞLA;MARMARİS;(252) 2044104;;;İİB-GEMİ
MARİNPROS TEKNİK DENİZCİLİK HİZM. VE SAN. TİC LTD. ŞTİ;EVLİYA CELEBİ MAH. EGİLMEZ SOKAK B BLOK NO 10 ;İSTANBUL;TUZLA;(216) 4943546;;;İİB-GEMİ
ARES TERSANECİLİK SANAYİ VE TİCARET A. Ş.;LİMAN MH. AKDENİZ BULVARI AZİZE KAHRAMAN SİT.NO:258/B;ANTALYA;KONYAALTI;(242) 2616161;www.ares.global;ares.global;İİB-GEMİ
ALİŞ ALÜMİNYUM DOGRAMA SAN.TİC.LTD.ŞTİ.;İÇMELER MAH.G-16 SOK.NO:1;İSTANBUL;TUZLA;(216) 3952384;;;İİB-GEMİ
URSA DIŞ TİCARET KARGO DANIŞMANLIK VE TİCARET LİMİTED ŞİRKETİ;EVLİYA ÇELEBİ MAH. ÇELEBİ SOK NO:2/6;İSTANBUL;TUZLA;;;;İİB-GEMİ
SANMAR DENİZCİLİK MAKİNA VE TİC.A.Ş.;GÜZİN SOKAK NO:31;İSTANBUL;TUZLA;(216) 4585900;www.sanmar.com.tr;sanmar.com.tr;İİB-GEMİ
PROFESSİONAL SHİPYARD DENİZCİLİK GEMİ SAN. LTD. ŞTİ.;KUŞTEPE MAH. İNÖNÜ CAD. NO:7/27 ;İSTANBUL;ŞİŞLİ;(212) 2349335;;;İİB-GEMİ
YUNUS GEMI INSAAT TICARET LIMITED SIRKETI;EVLIYA ÇELEBI MAH. CÖMERT SK. TUZLA GEMI YAN SANAYI SITESI A BLOK NO: 3 IÇ KAPI NO: 9;İSTANBUL;TUZLA;(216) 0000000;;;İİB-GEMİ
SİRENA MARİNE DENİZCİLİK SAN. VE TİC. A.Ş.;ORG.SAN.BÖL.MAVİ CAD.NO:13;BURSA;NİLÜFER;(224) 5732200;;;İİB-GEMİ
GÜNAL GEMİ İNŞAAT MAKİNA NAKLİYE SAN. VE TİC.LTD.ŞTİ;AYDINTEPE MAH. SAHİL BULV. ALİZE SS GEMİ TAŞ ALİZE İŞ MERK NO:191/14;İSTANBUL;TUZLA;(216) 4473740;;;İİB-GEMİ
İNTERRİB DENİZ ARAÇLARI EKİPMANLARI SAN. TİC. LTD. ŞTİ.;CUMHURİYET MH. ÇANAKKALE ASFALTI CD. NO:148A;İZMİR;MENEMEN;(232) 3611173;;;İİB-GEMİ
COSMO YAT VE DENİZCİLİK TİCARET LTD.ŞTİ.;EVLİYA ÇELEBİ MAH.MAVİ SOK.NO:14A;İSTANBUL;TUZLA;(216) 7011165;www.cosmoyacht.com;cosmoyacht.com;İİB-GEMİ
CAF ENDÜSTRİ TEKNOLOJİLERİ TİCARET ANONİM ŞİRKETİ;BALMUMCU MAH. GAZİ UMUR PAŞA SOK BAL MUMCU PLAZA  2 APT NO:32/10;İSTANBUL;BEŞİKTAŞ;(212) 3478787;;;İİB-GEMİ
SUZLON WIND ENERJİ SAN.VE TİC.LTD.ŞTİ.;ŞAİR EŞREF BULVARI NO:6/606 ALSANCAK;İZMİR;KONAK;(232) 4100040;;;İİB-GEMİ
EXPRESS MARİNE DIŞ TİC VE PAZ SAN TİC LTD ŞTİ;ORUÇREİS MH VADİ CD GİYİMKENT B69 BLOK NO 58;İSTANBUL;ESENLER;(216) 5771500;;;İİB-GEMİ
BURAK MARINE GEMİ MAKİNELERİ TİCARET LİMİTED ŞİRKETİ;DERİ OSB MAH. TACİR SK. NO:1 DAİRE:24-22 ;İSTANBUL;TUZLA;(216) 3705051;;;İİB-GEMİ
GASADUR İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ;75.YIL SULTANDERE MAH.OTO SAN.SİTESİ NO:11252 SOK.;ESKIŞEHIR;ODUNPAZARI;;;;İİB-GEMİ
YONCA TEKNİK YATIRIM TURİZM SAN. VE TİC. A.Ş.;AYDINTEPE MAH.YAKUT SOK.NO:17;İSTANBUL;TUZLA;(216) 3929970;www.yonca-onuk.com;yonca-onuk.com;İİB-GEMİ
OTTOMAN CAPITAL INVESTMENT MÜH. TAAH. SAN. TİC. A.Ş.;EVLİYA ÇELEBİ MAH. GÖL SOK. NO:10-B TUZLA;İSTANBUL;TUZLA;(216) 4469379;;;İİB-GEMİ
ARPPLUS OTOMOBİL AKSESUARLARI VE YEDEK PARÇA PLASTİK İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ;KARADENİZLİLER MAH. TÜRKKAN SK. NO:21/1;KOCAELI;BAŞİSKELE;(262) 3350454;www.aqm4wd.com;aqm4wd.com;İİB-GEMİ
MYTHMAR MARİNE DANISMANLIK TİC.LTD.LTİ;ESENYALI MAH.  YANYOL CAD. NO:61/140;İSTANBUL;PENDİK;(216) 3920082;;;İİB-GEMİ
HALİL İBRAHİM ÖTKEN HİS MARİNE YANGIN VE GÜVENLİK SİSTEMLERİ;OĞLANANASI ATATÜRK MAH. 2 CAD. NO:49;İZMİR;CUMAOVASI(MENDERES);(232) 0000000;;;İİB-GEMİ
PAS DİJİTAL BASKI TEKNOLOJİLERİ DIŞ TİC.A.Ş.;ORUÇREİS MAH.GİYİMKENT SİT. 19.SOK. N:59/A;İSTANBUL;ESENLER;(212) 4385141;www.passdijital.com;passdijital.com;İİB-GEMİ
QUANTUM MARİN TEKNİK SERVİS DENİZCİLİK SANAYİ TİCARET ANONİM ŞİRKETİ;İSTASYON MAHALLESİ ŞEHİTLER CAD.NO:107 A;İSTANBUL;TUZLA;(212) 4410399;;;İİB-GEMİ
KURTEK GEMİ MAKİNA SAĞLIK HİZM.SAN.VE TİC.LTD.ŞTİ;BUTTİM İŞ MERK.B-5 NO:1416;BURSA;OSMANGAZİ;(224) 2114495;www.kurtek.com.tr;kurtek.com.tr;İİB-GEMİ
MARLİN YATÇILIK TURİZM İNŞAAT BUTİK İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ;SARIANA MAH. 20 SK. MARLİN APT. NO: 19/A;MUĞLA;MARMARİS;(252) 4121413;;;İİB-GEMİ
HALİL ZAFER BÜYÜKEVREN - VESCON DENİZCİLİK VE DANIŞMANLIK;İSTASYON MAH.İSTASYON CAD.ORMET SİTESİ C BLOK D:4;İSTANBUL;TUZLA;(216) 3954978;www.vesconshipping.com;vesconshipping.com;İİB-GEMİ
CCM MOTORLU ARAÇ SAN. VE DIŞ TİC. LTD. ŞTİ.;BAĞDAT CD. NO 158/C FENERYOLU;İSTANBUL;KADIKÖY;(216) 4082121;www.caddeconcept.com;caddeconcept.com;İİB-GEMİ
ASB LOJİSTİK VE DIŞ TİCARET LİMİTED ŞİRKETİ;MAHMUTBEY MAH. TAŞOCAĞI YOLU CAD. AĞAOĞLU MY OFFİCE 212 NO:3 DAİRE:491 ;İSTANBUL;BAĞCILAR;(212) 5003515;;;İİB-GEMİ
TİTAN HAVACILIK A.Ş;USKUMRUKÖY MAH. SARMAŞIKLI ÇIKMAZI SK. YEŞILOBALAL KONAKLARI NO: 1 D ;İSTANBUL;SARIYER;(212) 0000000;;;İİB-GEMİ
BRIGANTINA DENİZCİLİK İTH.İHR.SAN.VE TİC.LTD.ŞTİ.;KURTKÖY MAH.ANKARA CAD.YELKEN PLAZA İŞ HANI B BLOK KAT:2 NUMARA:289/2;İSTANBUL;PENDİK;(216) 3785510;;;İİB-GEMİ
ERDAL ÇORAP SAN. VE TİC. AŞ;BAKIR VE PİNÇÇİLER SAN SİT.MENEKŞE CAD NO:12 BEYLİKDÜZÜ;İSTANBUL;BEYLİKDÜZÜ;(212) 8753490;www.erdalcorap.com;erdalcorap.com;İİB-GEMİ
UNIWELL KİMYA PAZARLAMA DIŞ TİCARET SANAYİ LTD ŞTİ;AYDINLI KOSB MAH.ANALİTİK CAD. NO:19;İSTANBUL;TUZLA;(216) 5933801;;;İİB-GEMİ
SEDEF GEMI INŞ.A.Ş.;TERSANELER YOLU NO:14;İSTANBUL;TUZLA;(216) 5817700;www.kalkavanshipyard.com;kalkavanshipyard.com;İİB-GEMİ
GÜLEŞ YAT İŞLETMELERİ VE TURİZİM SEYAHAT TAŞIMACILIK TİCARET LİMİTED SİRKETİ;TEPE MAH 39 SOKAK NO 116;MUĞLA;MARMARİS;(252) 0000000;;;İİB-GEMİ
MUSTAFA HAKİ KURTOĞLU;ORG SAN.BÖL. TORMAK SAN.SİT. 1 BLOK NO:1/2;İSTANBUL;BAŞAKŞEHİR;(212) 4857198;;;İİB-GEMİ
İZMARİNE YATÇILIK FİBERGLAS VE KOMPOZİT ÜRÜNLER SAN VE TİC.LTD.ŞTİ;İNÖNÜ MAH. YAVUZ SULTAN SELİM CAD. A BLOK  NO:101 ;İZMİR;TORBALI;(232) 0000000;;;İİB-GEMİ
TRANSOBA DENİZCİLİK VE TİCARET A.Ş;ORUÇREİS MAH. TEKSTİL KENT KOZA PLAZA B BLOKKAT:27 NO:100;İSTANBUL;ESENLER;(212) 6646000;;;İİB-GEMİ
GENAK DENİZCİLİK SAN.VE TİC.LTD.ŞTİ;AYDINTEPE MAH. AYDINLI YOLU CAD. NO:3/1;İSTANBUL;TUZLA;;;;İİB-GEMİ
BLACKSEA MARİNE YANGIN SÖNDÜRME SİSTEMLERİ VE DENİZ GÜVENLİK MALZEMELERİ TİCARET LİMİTED ŞİRKETİ;EVLİYA ÇELEBİ MAH. EŞREF SK. NO:4A;İSTANBUL;TUZLA;(216) 5071535;;;İİB-GEMİ
ASAP MARINE SUPPLY DIŞ TİCARET LTD.ŞTİ.;EVLİYA ÇELEBİ MAH. UÇAR SOK.NO:4 A TUZLA;İSTANBUL;TUZLA;(216) 4630808;;;İİB-GEMİ
BEŞİKTAŞ MARİNE DENİZ HİZM. VE END. ÜRÜNLER SAN. VE DIŞ TİC. LTD. ŞTİ.;RAUF ORBAY CD. ULUKENT SİT. NO10 İÇ KAPI NO B ;İSTANBUL;TUZLA;;;;İİB-GEMİ
GÖZÜYILMAZ MÜHENDİSLİK İNŞ.GEMİ SAN. VE TİC.LTD.ŞTİ;ALAYBEY MAH.   1978 SOK NO:2 D:2 ;İZMİR;KARŞIYAKA;(232) 3641294;;;İİB-GEMİ
TREX MARINE DIŞ TİCARET ANONİM ŞİRKETİ;EVLİYA ÇELEBİ MAH.GANİ SK.NUH SAN.SİT.C BLOK NO:29/1;İSTANBUL;TUZLA;(216) 0000000;;;İİB-GEMİ
TASFİYE HALİNDE ALUXA YAT İMALATI SANAYİ VE TİCARET ANONİM ŞİRKETİ;TORBALI MAH. 2594/1 SK. C BLOK NO: 2 İÇ KAPI NO: 2;İZMİR;TORBALI;(232) 0000000;;;İİB-GEMİ
NARLI FERİBOT İŞLETMECİLİĞİ A.Ş.;SALACAK MAH.SALACAK İSKELE CAD. NO:11;İSTANBUL;ÜSKÜDAR;(216) 3472519;;;İİB-GEMİ
ALESTAVİRA DENİZCİLİK TURİZM TİC.LTD.ŞTİ.;RECEP PAKER CAD.REŞİTPAŞA SOKAK ÖNAL APT. NO:8/2;İSTANBUL;KADIKÖY;(216) 3385747;www.alestavira.com;alestavira.com;İİB-GEMİ
BERAT ÖSEN;YENİCE MAHALLESİ AKAY SOKAK NO:4;İZMİR;URLA;(232) 4217672;;;İİB-GEMİ
YACHTMENİA YATÇILIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;ÇAMLIK MAH.5027 SK. NO:2/8F;AYDIN;DİDİM(YENİHİSAR);(256) 0000000;;;İİB-GEMİ
ARMONA DENİZCİLİK A.Ş.;TAKKECI SOK.NO:3;İSTANBUL;BEŞİKTAŞ;02122872780;www.armonadenizcilik.com;armonadenizcilik.com;İİB-GEMİ
ARGEMAR HİDROLİK PNÖMATİK MARİNA OTOMASYON İMALAT FABRİKA MALZEME SANAYİ TİCARET İTH.İHR.L TD;TAŞYAKA MAH. 253 (TSY) SK. NO: 17 ;MUĞLA;FETHİYE;(252) 6129594;https://argemar.com.tr/;argemar.com.tr;İİB-GEMİ
DALGIÇLIK DENİZCİLİK VE SU ALTI HİZMETLERİ TİCARET LİMİTED ŞİRKETİ;HOBYAR MAH. HAMİDİYE CAD.NO.3 ALTIN HAN KAT 2 NO.9;İSTANBUL;FATİH;(212) 2452268;;;İİB-GEMİ
RUHA TERSANECİLİK SANAYİ TİCARET LTD ŞTİ;HÜRRİYET MAH ATATÜRK BULVARI BLV NO 37/15;YALOVA;ALTINOVA;(226) 0000000;;;İİB-GEMİ
HİDİV DENİZCİLİK.LTD.ŞTİ;MERDİVENKÖY MAH. BORA SOK NİDA KULE GÖZTEPE SİT. A APT NO:1-3/93;İSTANBUL;KADIKÖY;(216) 3846900;;;İİB-GEMİ
TAY HAVACILIK SAN.VE TİC.LTD.ŞTİ;MERKEZ MAH. MARMARA CAD.ESENLR İŞ MERK.K:2 NO:80 ;İSTANBUL;AVCILAR;(212) 3522085;;;İİB-GEMİ
VENCOTEK İKLİMLENDİRME SAN.VE TİC.A.Ş;AYDINTEPE MAH. GÜZİN SOK GEMDOK SAN SİT A BLOK APTNO:17/A-1;İSTANBUL;TUZLA;(216) 3922444;www.vencotek.com;vencotek.com;İİB-GEMİ
SİRMAR DENİZCİLİK SANAYİ VE TİCARET A.Ş.;ÇELTİKÇİ KÖYÜ HAMYERİ MEVKİİ;BURSA;ORHANGAZİ;(224) 2757600;www.azimutyachts.com;azimutyachts.com;İİB-GEMİ
NADİDE İLTER;EVKA 3 MAH. 101/2 SK. NO: 42;İZMİR;BORNOVA;(232) 4217672;;;İİB-GEMİ
PRIME MARIN SERVİS DENİZCİLİK VE ENDÜSTRİYEL ÜRÜNLER İHRACAT TİC LTD ŞTİ;EVLİYA ÇELEBİ MAH GENÇ OSMAN CAD NO:45 / 12;İSTANBUL;TUZLA;(212) 6394444;;;İİB-GEMİ
NEKTON BOT SAN.VE TİC.A.Ş.;MERMERCİLER ORG.SAN.BÖLG.MERMERCİLER CAD.NO:51;İSTANBUL;TUZLA;(216) 3464312;;;İİB-GEMİ
ALBATRANS LOJ.A.Ş;YEŞİLKÖY MAH ATATÜRK CAD. EGS BLOKLARI B3 BLOK NO:12/335;İSTANBUL;BAKIRKÖY;(212) 4655599;;;İİB-GEMİ
LCM ROTA İNSAAT VE DENİZCİLİK TİC.LTD.ŞTİ;FULYA MAH. PEHLİVAN YANI SOK NO:8/4 ;İSTANBUL;ŞİŞLİ;;;;İİB-GEMİ
METE MERT ;GÖCEK MAH. YÜCE (GCK ) SK. C BLOK;MUĞLA;FETHİYE;(252) 0000000;;;İİB-GEMİ
ÜMMÜHAN USTABAŞ;ÇATALTEPE MAH.BESOB SAN. SİT.6.SOK. NO:2/1 KESTEL;BURSA;KESTEL;(224) 5032428;;;İİB-GEMİ
SEKA DENİZCİLİK DAN. İŞ GÜV. İTH. İHR. SAN. VE TİC. LTD. ŞTİ.;EVLİYA ÇELEBİ MH. FERSAH SK. NO:3/25-26;İSTANBUL;TUZLA;(216) 4461200;;;İİB-GEMİ
PERFORMANS YELKENCİLİK DENİZ ARAÇLARI ANONİM ŞİRKETİ;ADALET MAH. MANAS BLV. FOLKART TOWERSNO: 47 B İÇ KAPI NO: 3406;İZMİR;BAYRAKLI;(232) 0000000;;;İİB-GEMİ
BİLGEM MÜH.DANŞ.BİLGİSAYAR DEN.TURZ.TİC.VE SAN.LTD.ŞTİ.;TMO YANI BÜYÜKLİMAN;ANTALYA;MERKEZ;(242) 2594126;www.navarchs.com ;navarchs.com;İİB-GEMİ
ALİ ŞENER ACAR;MÜRSEL MAH. 16.SK. SEVİLLA EVLERİ SİTESİ FBLOK NO:1F;BURSA;NİLÜFER;(224) 0000000;;;İİB-GEMİ
DENTAŞ GEMI İNŞA VE ONARIM SAN.A.Ş; AYDINTEPE MAH.GÜZİN SOK NO:13/1;İSTANBUL;TUZLA;(216) 3921987;;;İİB-GEMİ
ALESTA VALF VE MALZ.SAN VE TİC.LTD.ŞTİ;EVLİYA ÇELEBİ MAH. RAUF ORBAY CAD. EBE SOK NO:3/D;İSTANBUL;TUZLA;(216) 4461255;www.alestagemi.com;alestagemi.com;İİB-GEMİ
YILMAZ MARINE PASLANMAZ METAL DONATIM SANAYI TICARET LIMITED SIRKETI;AYDINLI MAH. BEYNUR SK. BEYOGLU SANAYISITESI E1 BLOK NO: 3 G IÇ KAPI NO: 6;İSTANBUL;TUZLA;(216) 0000000;;;İİB-GEMİ
EZBERCI MARINE DENIZCILIK MUH.TUR.TAAH.LTD.STI.;İSTANBUL DERİ ORG. YAN SAN. BÖL. YB-4 PARSEL ;İSTANBUL;TUZLA;(216) 5910790;www.ezbercimarine.com;ezbercimarine.com;İİB-GEMİ
KROMMEN YAT GEMİ EKİPMANLARI TAS. SAN.TİC.LTD ŞTİ;ORGANİZE DERİ SAN 17.SK NO:22 ;İSTANBUL;TUZLA;(216) 5910551;;;İİB-GEMİ
TARHAN VAPUR ACENTELİĞİ DENİZCİLİK SAN.VE TİC.LTD.ŞTİ.;ALANALDI CAD. BAHÇELERARASI SK.TARHAN PLAZA NO:37;İSTANBUL;ATAŞEHİR;(216) 5771405;;;İİB-GEMİ
MARİNBOAT TEKNE TİCARET LİMİTED ŞİRKETİ;HUZUR MAH.KEMAL ATATÜRK CAD.NO:7;İSTANBUL;SARIYER;(212) 4259191;;;İİB-GEMİ
BETA MARİNE DİESEL YATÇILIK TEKNE GEMİ SERVİS SAN VE TİC LTD ŞTİ;GÜZELYALI MH BAĞDAT CD NO 73A;İSTANBUL;PENDİK;(212) 5496905;;;İİB-GEMİ
CAZGIR İNŞ.ISI SİS.TİC.VE SAN. A.Ş.;ORGANİZE SAN.BÖL.7.CADDE NO:15;ÇORUM;ÇORUM;(364) 2549210;;;İİB-GEMİ
ALFA MİMARLIK DEKR.VE İNŞ.A.Ş ;NISPETIYE CAD.ETILER APT.NO:42D:1;İSTANBUL;BEŞİKTAŞ;(212) 3580618;;;İİB-GEMİ
STY MARINE DENİZCİLİK LİMİTED ŞİRKETİ;YAYLA MAH. ŞİNASİ DURAL CAD. YENI YASAM KENT F BLONO: 60 İÇ KAPI NO: 13;İSTANBUL;TUZLA;(216) 0000000;;;İİB-GEMİ
HAM MADDE MÜH SAN VE TİC.A.Ş;E ÇELEBİ MAH. FERSAH SOK TUZLA GEMİ YAN SAN SİT B BLOK NO:14;İSTANBUL;TUZLA;(216) 3955055;;;İİB-GEMİ
SVS SHIP REPAIR GEMİ İNŞA SANAYİ TİCARET ANONİM ŞİRKETİ;POSTANE MAH. PALMİYE SK. NO: 13;İSTANBUL;TUZLA;(216) 4940003;https://svsshiprepair.com/;svsshiprepair.com;İİB-GEMİ
FORS GEMİ MAKİNA VE ÇELİK KON SAN TİC LTD ŞTİ;AYDINLI MH PATLAYICI MADDELER YOLU CAD 3 D1 34;İSTANBUL;TUZLA;;;;İİB-GEMİ
AKDENİZ GEMİ İNŞAA SAN VE TİC. A.Ş;YUMURTALIK SERBEST BÖLGESİ ;ADANA;CEYHAN;(322) 6342225;www.akdenizshipyard.com;akdenizshipyard.com;İİB-GEMİ
BILGIN DENIZCILIK SAN.TIC.LTD. STI.;TERSANELER BÖLGESİ AYDINTEPETREN İSTASYONU KARŞISI;İSTANBUL; ;(216) 4937327;;;İİB-GEMİ
GTS TURBO DIZ.SERV.DEN.MAK.SAN .VE TIC.LTD.ŞTI.;AYDINLI MAH. ÇAMLIBELDE YOLU CAD.ÇAMLI BELDE KONAKLARI BBLOK NO:55B/3;İSTANBUL;TUZLA;;;;İİB-GEMİ
DESAN DENIZ INSAAT SANAYI A.S.;EVLİYA ÇELEBİ MAHALLESİ TERSANELER CADDESİ NO:36;İSTANBUL;TUZLA;(216) 3952925;www.desan-shipyard.com;desan-shipyard.com;İİB-GEMİ
ALYA TEKNİK ISI SOGT VE HAVA SİST.SAN TİC.LTD.ŞTİ;MESCİT MAH. ATATÜRK CAD. BİRMES SANAYİ SİT. A-4/3;İSTANBUL;TUZLA;(216) 4919467;;;İİB-GEMİ
MESSİ DENİZCİLİK TİCARET AŞ;ATATÜRK MAH ERTUĞRUL GAZİ CAD NO 2 B 376 METROPOL İŞMERKEZİ;İSTANBUL;ATAŞEHİR;(216) 5990639;;;İİB-GEMİ
ENM KOREAN DENİZCİLİK DIŞ TİCARET ANONİM ŞİRKETİ;GÜZELYALI MAH. GÜVENDİK SK. NO:1 İÇ KAPI NO:2 ;İSTANBUL;PENDİK;(216) 0000000;;;İİB-GEMİ
GRUP132 DENİZCİLİK İNŞAAT HARİTA MÜHENDİSLİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;SUADİYE MAH. BAĞDAT CD. NO:399/1-1;İSTANBUL;KADIKÖY;(216) 0000000;;;İİB-GEMİ
BLUVEN KÜRESEL GEMİ TEDARİK SANAYİ TİCARET ANONİM ŞİRKETİ;POSTANE MAH. HACILAR CAD. 52/C;İSTANBUL;TUZLA;(216) 6063435;www.bluvensupply.com;bluvensupply.com;İİB-GEMİ
GARTUN MADENCİLİK ENDÜSTRİ MÜHENDİSLİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;YILDIZ 4.CD.90.SK.14/3;ANKARA;ÇANKAYA;(312) 4384875;;;İİB-GEMİ
KOLOMBO SU ÜRÜNLERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ;DEMİRCİKÖYOSB DİĞER 2 SK. NO: 4 İÇ KAPI NO: 4;SINOP;MERKEZ;(368) 0000000;;;İİB-GEMİ
MAREKA YATÇILIK İMALAT SAN.TİC.LTD.ŞTİ.;29 EKİM MAHALLESİ 10001 SOKAK NO:70/E;İZMİR;MENEMEN;(232) 0000000;;;İİB-GEMİ
ON MARINE MUHENDİSLİK AŞ;POSTANE MH ALTINAY SK NO 4;İSTANBUL;TUZLA;(216) 0000000;;;İİB-GEMİ
SHİP STORE MÜH.VE TİC.LTD.ŞTİ.;EVLİYA ÇELEBİ MAH. PELİKAN SOK  D:1 NO:8 KAPI NO:24 ;İSTANBUL;TUZLA;(216) 3952121;www.ship-store.com;ship-store.com;İİB-GEMİ
GRUP ICT YATÇILIK TURZ. SAN. VE TİC. A.Ş.;HACI MEHMET EFENDİ SK. NO 24 İÇ KAPI NO 1;İSTANBUL;KADIKÖY;(216) 5769019;;;İİB-GEMİ
ERKİN DEĞİRMENCİOĞLU;PİYALEPAŞA MAHALLESİ AKÇAY SOKAKMAHMUTOĞLU APT. NO:38A;İSTANBUL;BEYOĞLU;(212) 4421100;;;İİB-GEMİ
GKS DEĞERLİ MADENCİLİK SAN VE TİC.A.Ş;MOLLA FENARİ MAH. ŞEREF EFENDİ  SOK NO:15 K:3 ;İSTANBUL;FATİH;(212) 5120049;;;İİB-GEMİ
SMART SERVİCES İNTERNATİONAL KARGO İNŞ. TURİZM SAN VE TİC.LTD.ŞTİ.;ÖMER AVNİ MAH.İNÖNÜ CAD GÜMÜŞ KONAK NO:25/4;İSTANBUL;BEYOĞLU;(212) 0000000;;;İİB-GEMİ
ZET MARİNE GEMİ MÜH.SAN.TİC.LTD.ŞTİ.;AYDINTEPE M.AYDINLI YOLU ÜZERİKÖMÜRCÜ SOK.NO:7;İSTANBUL;TUZLA;(216) 4942442;;;İİB-GEMİ
İMPALA DENİZCİLİK DIŞ TİCARET LİMİTED ŞİRKETİ; YAYLA MAH. İLHAM SK. NO: 3A;İSTANBUL;TUZLA;(216) 0000000;impalasupply.com/;impalasupply.com;İİB-GEMİ
DORUK DOZAJ POMPALARI SAN VE TİC.LTD.ŞTİ;ORUÇ REİS MAH. GİYİMKENT 15 SOK  GİYİMKENT SİTESİB158 APT NO:92 A ;İSTANBUL;ESENLER;(212) 4383536;;;İİB-GEMİ
BMC MARİNE MÜHENDİSLİK LTD.ŞTİ;ESENYALI MAH. YANYOL CAD. NO:61/144;İSTANBUL;PENDİK;(216) 5041015;;;İİB-GEMİ
MFSA GLOBAL YAT İŞLETMECİLİĞİ VE BİLGİ SİSTEMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;HİLAL MAH. CEZAYİR CAD. NO: 15A;ANKARA;ÇANKAYA;(312) 0000000;;;İİB-GEMİ
SEFİNE DENİZCİLİK TERSANECİLİK TURİZM SAN. VE TİC. A.Ş.;HERSEK KÖYÜ KUMLUK MEVKII;YALOVA; ;(226) 4612617;www.sefine.com.tr;sefine.com.tr;İİB-GEMİ
ORHAN CEYLAN - CEYLAN YAT;BALÇIK MAH.SUDE SOKAK NUMARA:8/A;KOCAELI;GEBZE;(216) 5537828;www.ceylanyat.com;ceylanyat.com;İİB-GEMİ
BAYRAKTAR DENİZCİLİK VE TİC. A.Ş.;EGİTİM MAH.KASAP İSMAİL SOK SADIKOĞLU PLAZA5 K:3 D:78;İSTANBUL;KADIKÖY;(216) 3488322;www.bayraktar.net;bayraktar.net;İİB-GEMİ
DROMEAS YATÇILIK SANAYI VE TICARET ANONIM SIRKETI;SİMGE CADDESİ NO: 3 / 1 B BLOK ;İZMİR;TORBALI;(232) 8537573;;;İİB-GEMİ
