firma_adi;adres;telefon;website;domain;birlik
3G ENDÜSTRİYEL ÜRÜNLER SAN.VE TİC.LTD.ŞTİ;ÇAVUŞOĞLU MH HAYRATKUYU MEVKİİ YAKACIK CD NO:132/F KARTAL İSTANBUL;(216) 4418517;www.3g-aksesuar.com;3g-aksesuar.com;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
3K BOMBE METAL SANAYİ VE TİCARET LİMİTED ŞİRKETİ;İSTANBUL DERİ OSB MAH. GÜDERİ CAD. F-7 PARSEL NO:8 TUZLA İSTANBUL;(216) 5910336;www.3kbombe.com.tr;3kbombe.com.tr;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
3K PLASTİK VE KALIP SANAYİ VE TİCARET LİMİTED ŞİRKETİ;SEYRANTEPE MH.ÇELİKAY CAD. ÇAĞDAŞ SK.NO:4/A KAĞITHANE İSTANBUL;02123243497;;;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
3M SANAYİ VE TİCARET A.Ş.;ŞEHİT SİNAN EROĞLU CAD. SURYAPI AKEL IŞMERK. A BLK N:6 BEYKOZ İSTANBUL;(216) 5380777;www.3m.com;3m.com;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
4 PLAST KALIP PLASTIK METAL SANAYI VE TICARET LIMITED SIRKETI;ALTINTEPE MAH. EMIN ALI PASA CAD NUR APT NO: 13 IÇKAPI NO: 3 MALTEPE MALTEPE İSTANBUL;(212) 2755181;;;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
4A ELEKTRİK ELEKTRONİK TEKNOLOJİ SANAYİ ANONİM ŞİRKETİ;GİRNE MAH. IRMAK SOK. KÜÇÜKYALI İŞ MERKZ.G:36 ZÜMRÜTEVLER MALTEPE İSTANBUL;(216) 3663828;www.4aelektrik.com.tr;4aelektrik.com.tr;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
4D SİSTEM TİCARET A.Ş;PARK ORAN OFİS TURAN GÜNEŞ BULVARI E-BLOK NO:6 ORAN ÇANKAYA ANKARA;03124407797;www.4dsistem.com;4dsistem.com;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
4LINE MEDICOS KOZMETİK VE MEDİKAL ÜRÜNLER İTHALAT İHRACAT TİCARET LİMİTED ŞİRKETİ;MAHMUT ŞEVKET PAŞA MAH. MEKTEP SOKAK NO:34/A ŞİŞLİ İSTANBUL;(212) 5769320;;;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
4M ALTIN ELEKTRİK İNŞAAT TEKS.GIDA SAN.VE TİC.A.Ş.;BAĞLARBAŞI MAH.1. HÜRRİYET CD.NO:178 OSMANGAZİ BURSA;(224) 4446816;www.4maltinelektrik.com.tr;4maltinelektrik.com.tr;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
5C İNŞAAT VE ENERJİ A.Ş.;DARÜİACEZE CAD.NO:29 ŞİŞLİ İSTANBUL;(212) 3208676;;;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
5C İNŞAAT VE ENERJİ ANONİM ŞİRKETİ VE CVH İNŞAAT ANONİM ŞİRKETİ ADİ ORTAKLIĞI;KAPTANPAŞA MAH. DARULACEZA CAD. NO:29 KAT:5 ŞİŞLİ İSTANBUL;(212) 0000000;;;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
5K MÜHENDİSLİK TAAHHÜT ELEKTRİK İNŞ. SAN. VE TİC. LTD. ŞTİ;MUSTAFA KEMAL PAŞA MAH CETİN SK N:13/B AVCILAR İSTANBUL;;;;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
5K ULUSLARARASI LOJİSTİK İTHALAT İHRACAT VE TİCARET LİMİTED ŞİRKETİ;ŞİRİNEVLER MAH.MAHMUTBEY 10. SK. ANADOLU APT. NO:5 BAHÇELİEVLER İSTANBUL;(212) 4524001;;;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
5K WINDOWS PLASTİK MOBİLYA İTH. İHR. SAN. TİC. LTD. ŞTİ.;YENİKÖY OSB MAH. 504 SK. NO:5/2 TORBALI İZMİR;(232) 0000000;;;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
5M ELEKTRO MEKANIK IML.INS.TUR VE DAHILI TIC.LTD.STI.;DUDULLU OSB BES SANAYİ SİT. YUKARI DUDULLUU-102 SÖĞÜT SOK A-04 BLOK N:42 ÜMRANİYE İSTANBUL;02165278354;www.5m-elektromekanik.com;5m-elektromekanik.com;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
5M İNŞAAT TEKSTİL İTHALAT İHRACAT SAN. TİC. LTD. ŞTİ.;MİMARSİNAN MERK.MAH.MUSTAFA KEMAL BULVARI HAZAL SİT.NO:7-3 D BLOK K:1 D:12 MİMARSİNAN BÜYÜKÇEKMECE İSTANBUL;02128636786;www.5minsaat.net;5minsaat.net;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
5T YAPI İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ;AKÇABURGAZ MH 3088 SK NO:26 ESENYURT İSTANBUL;(212) 8862960;www.tenekeciler.com.tr;tenekeciler.com.tr;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
7 ELEVEN GIDA TURİZM TARIM ÜRÜNLERİ İNŞAAT İTHALAT İHRACAT PAZARLAMA LİMİTED ŞİRKETİ;CEMALİYE MAH.SALİH OMURTAK CAD.ERSÖZLER APT. NO:272/457 ÇORLU TEKİRDAĞ;(282) 6511043;;;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
7 GLOBAL PLASTİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;ESENTEPE MAH. BÜYÜKDERE CAD. LEVENT 199 NO: 199 İÇ KAPI NO: 6 ŞİŞLİ İSTANBUL;(212) 6530860;;;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
7E ELEKTRIK BILISIM DANISMANLIK TICARET LIMITED SIRKETI;ISLAMBEY MAH. ZEMZEM SK. NO: 3 IÇ KAPI NO: 1 EYÜP İSTANBUL;(212) 0000000;;;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
7G MERMER İNŞAAT SANAYİ TİCARET LİMİTED ŞİRKETİ;DİRİLİŞ MAH.DESTEGÜL SOKAK NO:13/50 MAMAK ANKARA;(312) 0000000;;;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
7M VALF SANAYİ VE MÜHENDİSLİK ANONİM ŞİRKETİ;ÖMERLİ MAH ATATÜRK ORG SAN BÖL DOĞANYURT CAD. N:6 ARNAVUTKÖY İSTANBUL;(212) 5494582;;;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
7SU DIŞ TİCARET LİMİTED ŞİRKETİ;NURİPAŞA MAH.55.SK.NUR APT.NO:27 A ZEYTİNBURNU İSTANBUL;(212) 0000000;;;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
81 DESİGN İSTANBUL İÇ DEKORASYON SAN VE TİC.LTD.ŞTİ;YENİBOSNA MERKEZ MAH. 1. ASENA SOK EMLAK KONUT B NO:23 B İÇ KAPI NO:122 BAHÇELİEVLER İSTANBUL;(212) 0000000;;;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
88 ATOM İNOVASYON ARGE HİZMETLERİ LİMİTED ŞİRKETİ;ATATÜRK MAH. ERTUĞRUL GAZİ SK. METROPOL İSTANBUL C1 BLOK NO:2 B/376 ATAŞEHİR İSTANBUL;(212) 4268686;;;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
A ALÜMİNYUM SANAYİ VE TİCARET ANONİM ŞİRKETİ;YAYLA MAH. KONAK CAD.NO: 19 A SULTANGAZİ İSTANBUL;(212) 0000000;;;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
A ARTI AYDINLATMA SANAYİ VE TİCARET LİMİTED ŞİRKETİ;EMEKYEMEZ MAH. OKÇU MUSA CAD. MENEVŞE İŞ MERKEZİ NO:22/175 BEYOĞLU / İSTANBUL PK:34421 BEYOĞLU İSTANBUL;(212) 0000000;www.aartiaydinlatma.com;aartiaydinlatma.com;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
A BIR METAL PLASTIK KALIP SAN VE TİC.LTD.ŞTİ;DUDULLU OSB MAH DES 110 SK D 26 BLOK NO:19 ÜMRANİYE İSTANBUL;(216) 3143552;www.abirmetal.com;abirmetal.com;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
A RAYMOND BAĞLANTI ELEMANLARI SANAYİ VE TİCARET LTD. ŞTİ.;TOSB. 3.CAD 14.SOK NO:9 GEBZE KOCAELİ;;www.araymond.com.tr;araymond.com.tr;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
A.C. ELEKTRİK SAN. VE DIŞ TİC. LTD. ŞTİ.;ISTIKLAL MAH.KURUDERE MEVKIIKARISTIRAN YOLU 3.KM MURATLI MURATLI TEKİRDAĞ;(282) 3615467;www.tamlite.co.uk;tamlite.co.uk;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
A.S.M. OTO YAN SANAYİ VE TİCARET LİMİTED ŞİRKETİ;İKİTELLİ OSB. 14. CAD. MUTSAN SANSİT. M9 BLOK. NO:9-11 BAŞAKŞEHİR İSTANBUL;(212) 5490055;www.sertplas.com.tr;sertplas.com.tr;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
A2 DIŞ TİCARET LİMİTED ŞİRKETİ;HÜRRİYET MAHALLESİ TAŞOCAĞI CAD. NO:14 KAĞITHANE İSTANBUL;(212) 2407934;;;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
A2 KAPI VE PENCERE AKSESUARLARI SAN.VE TİC.LTD.ŞTİ.;ŞERİFALİ MH TURGUT ÖZAL BULVARI NO:201 ÜMRANİYE İSTANBUL;(216) 4993031;www.a2aksesaur.com;a2aksesaur.com;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
AAB GLOBAL İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ;BAĞLAR MAH.MİMAR SİNAN CAD.G PLUSNO:37 İÇ KAPI 190 BAĞCILAR İSTANBUL;;;;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
AAB KOZMETIK SAN. IC VE DIS TIC.LTD.STI.;MAHMUTBEY MAH. 2454 SK. NO:73 BAĞCILAR İSTANBUL;(212) 0000000;;;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
AAT EXPORT DIŞ TİCARET LİMİTED ŞİRKETİ;FERHATPAŞA MAH. MAREŞAL FEVZİ ÇAKMAK CAD.AAT PLAZA BLOK NO: 14 İÇ KAPI NO: 2 ATAŞEHİR İSTANBUL;(216) 4644301;;;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
AB BEYAZ MEDİKAL TİCARET LİMİTED ŞİRKETİ;MAHMUT BEY MAH. TAŞOCAĞI YOLU CAD. B BLOK AĞAOĞLU MY OFFICE NO:3 İÇ KAPI NO:38 BAĞCILAR İSTANBUL;(212) 4422333;;;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
AB MARKET ELEKTRİK OTOMASYON SANAYİ VE DIŞ TİCARET ANONİM ŞİRKETİ;İSMETPAŞA MAH. ABDİİPEKÇİ CAD. NO:129/5 BAYRAMPAŞA İSTANBUL;(212) 6124185;;;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
AB SERİGRAFİ BASKI REKLAM SAN. VE TİC. LTD. ŞTİ.;AKÇABURGAZ MAH.42.SOK.N:10 ESENYURT İSTANBUL;(212) 8865836;;;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
ABA LED AYDINLATMA SAN.VE TİC.A.Ş.;AKÇABURGAZ MAHALLESİ AKÇABURGAZ CADDESİ NO:43 ESENYURT İSTANBUL;(212) 2224210;www.abalighting.com.tr;abalighting.com.tr;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
ABAMET ÇEVRE TEKNOLOJİLERİ MÜHENDİSLİK MAKİNE İNŞAAT SAN.VE TİC.LTD.ŞTİ.;SAKARYA SOK. MALTE PLAZA NO: 35/4 BAGLARBASI MALTEPE İSTANBUL;;www.abamet.com.tr;abamet.com.tr;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
ABAY AKSESUAR SANAYİ İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ;İKİTELLİ OSB MAHALLESİ ESOT C BLOK SK. NO: 12/12 BAŞAKŞEHİR İSTANBUL;(212) 6712298;;;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
ABAY EĞİTİM VE BÜRO MALZEMELERİ İNŞAAT DIŞ TİC. LTD. ŞTİ.;MİMAR SİNAN MAH.UNCULAR CAD.EKŞİOĞLU İŞ HANI N:22/5 ÜSKÜDAR İSTANBUL;(216) 5300108;www.ab-ay.com.tr;ab-ay.com.tr;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
ABAY YAPI SIST.MUH.SAN.TIC.LTD STI.;EYÜPSULTAN MAH.MEHMET AKİF CAD.YADİGAR SOK. OTOMER İŞ MERKEZİ A BLOK NO:47 SANCAKTEPE İSTANBUL;(216) 4283820;www.abayyapi.com;abayyapi.com;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
ABB ELEKTRİK SANAYİ ANONİM ŞİRKETİ;AYDINEVLER MAHALLESİ SİTELER YOLU NO: 1A / 7 34854 MALTEPE İSTANBUL;(216) 5282200;https://new.abb.com/tr;new.abb.com;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
ABB METAL ALÜMİNYUM SANAYİ VE TİCARET LTD.ŞTİ.;PELİTLİ MAH MADEN CAD NO 30 GEBZE KOCAELİ;(262) 7512070;www.duraline.com.tr;duraline.com.tr;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
ABB ÖZEL SAĞLIK HİZMETLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;ESENYALI MAHALLESİ YANYOL CADDESİ VARYAP PLAZA NO:61 İÇ KAPI NO:83 PENDİK İSTANBUL;(216) 6535943;;;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
ABBAS ARPACI;FEVZİ ÇAKMAK MAH. HALKALI CAD. SEFAKÖY İŞ MERKEZİ NO:209 İÇ KAPI NO:53 KÜÇÜKÇEKMECE İSTANBUL;(212) 4543435;;;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
ABBAS İSLAMOĞLU;KURTKÖY MAH. NISA SK. NO: 3/1 PENDİK İSTANBUL;;;;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
ABC KİMYA SANAYİ VE DIŞ TİCARET ANONİM ŞİRKETİ;ORTAKÖY SANAYİ SİTESİ İLTER BULVARINO:16 ORTAKÖY SİLİVRİ İSTANBUL;(212) 4221356;www.abcsealants.com;abcsealants.com;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
ABC KİMYASAL VE YAPI MALZEMELERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ;ATATÜRK MH.42 A ADA GARDENYA 7/1 NO:88 KAT:14 ATAŞEHİR ATAŞEHİR İSTANBUL;(216) 4558454;www.abcpartners.net;abcpartners.net;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
ABC TEL VE KABLO SANAYİ TİCARET LİMİTED ŞİRKETİ;DUMLUPINAR MAH. ÖZSOY SK. B BLOK NO: 1 İÇ KAPI NO: 41135 KARTEPE KOCAELİ;;www.abckablo.com;abckablo.com;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
ABCOM ANADOLU METAL ALAŞIM SAN. VE TİC. A.Ş.;KOCATEPE MAH. CUMHURİYET CAD. CUMHURİYET APT. NO:17/9 TAKSİM-BEYOĞLU BEYOĞLU İSTANBUL;;;;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
ABD ALHASEB AL SALEH;FEVZİ ÇAKMAK MAH. FEVZİ ÇAKMAK CAD. NO:34 ESENLER İSTANBUL;;;;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ;REŞİTPAŞA MAHALLESİ, ESKİ BÜYÜKDERE CADDESİ NO: 4 MASLAK MASLAK ŞİŞLİ İSTANBUL;(212) 3668400;www.abdiibrahim.com.tr;abdiibrahim.com.tr;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
ABDULKADİR KUÇAR;İKİTELLİ OSB MH MASKO SAN SİT 13A NO:7 BAŞAKŞEHİR İSTANBUL;(212) 6752619;www.kucar.com.tr;kucar.com.tr;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
ABDULLAH ERTUĞRUL GÜRCAN;DUDULLU OSB MAH DES 112 SK APT .NO:63 ÜMRANİYE İSTANBUL;;;;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
ABDULLAH KOCACIK;AHMET YESEVİ MAH. ZÜMRÜT SOK. NO:33/6 SULTANBEYLİ İSTANBUL;(216) 0000000;;;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
ABDULLAH TÜMTAŞ;100.YIL MAHALLESİ 2177.SOKAK NO:1 KAPI NO:6 BAĞCILAR İSTANBUL;(212) 4299199;;;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
ABDULQADER BLOSOU;MERKEZ MH EMİRLER SK KAT :1 NO:8A GAZİOSMANPAŞA İSTANBUL;(000) 0000000;;;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
ABDULSAMET CAN;CEBECİ MAH. 2403/1.SK. NO:8/2 SULTANGAZİ İSTANBUL;(212) 5272766;;;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
ABDULVAHAP ÜZÜM;HARAÇÇI MAH ALEV SOK NO:39 İÇ KAPI NO:1 ARNAVUTKÖY İSTANBUL;(212) 0000000;;;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
ABDURRAHİM KARA;MAHMUTBEY MH 2445 SK NO.18 BAĞCILAR İSTANBUL;(212) 0000000;;;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
ABDURRAHİM POLAT;DÜĞMECİLER MAHALLESİ AKASYA SOKAĞI NO: 17-A BLOKA GİRİŞİ/16 EYÜP İSTANBUL;(212) 0000000;;;İDDMİB - İstanbul Demir ve Demirdışı Metaller İhracatçıları Birliği
