firma_adi;adres;sehir;ilce;telefon;website;domain;birlik
ASKALE İÇECEK ÜRETİM PAZARLAMA A.Ş;SANAYİ ASKALE PLAZA NO:1A  YAKUPLU ;İSTANBUL;BEYLİKDÜZÜ;(212) 4225960;www.askale.com.tr;askale.com.tr;İİB-YAŞ MEYVE
SAF DENİZCİLİK GEMİ İNŞA LİMİTED ŞİRKETİ;AYDINLI MAH. DİDEM SK. NO: 1 İÇ KAPI NO: 8;İSTANBUL;TUZLA;(216) 0000000;;;İİB-YAŞ MEYVE
ALPAK GIDA BAHARAT VE AMB. SAN. TİC. LTD ŞTİ;ADNAN KAHVECİ MAH. DAVUTPAŞA CAD. NO:23 İÇ KAPI NO:1 :Ç2/A;İSTANBUL;BEYLİKDÜZÜ;(212) 6594763;https://alpak.com.tr/;alpak.com.tr;İİB-YAŞ MEYVE
ADEM ALTINYÜZÜK GIDA TARIM  HATV. SAN.VE TİC.LTD.ŞTİ;YENİKADIN KÖYÜ 114/1;EDIRNE;MERKEZ;(284) 2989468;;;İİB-YAŞ MEYVE
AGRİNATURA GIDA ÜRETİM SAN.VE TİC.A.Ş.;MERKEZ MAHALLESİ ÇAVUŞBAŞI CADDESİ ITRİ SOKAK NO: 2/A  ;İSTANBUL;ÇEKMEKÖY;(850) 3053355;www.agrinatura.com.tr;agrinatura.com.tr;İİB-YAŞ MEYVE
TAB GIDA SANAYİ VE TICARET ANONİM ŞİRKETİ;DİKİLİTAŞ MAH.EMİRHAN CAD.NO:109 K:2-3 ATAKULE ;İSTANBUL;BEŞİKTAŞ;(212) 3106600;www.tabgida.com.tr;tabgida.com.tr;İİB-YAŞ MEYVE
NETTA ELEKTRONIK TIC.LTD.ŞTI.;: ESKİ BOSTANCI YOLU BEYİT SOK. NO:55/3 YUKARI DUDULLU 34775 ÜMRANİYE/İSTANBUL;İSTANBUL;ÜMRANİYE;(216) 3132970;;;İİB-YAŞ MEYVE
BARAN TEKSTİL TAŞIM. GIDA TİC. LTD. ŞTİ. ;NAKİYE ELGÜN SOK.NO:4/A;İSTANBUL;ŞİŞLİ;(212) 2193000;;;İİB-YAŞ MEYVE
SWEETY FRUİTY TARIM ÜRÜNLERİ TİCARET LİMİTED ŞİRKET;ATAKÖY 7-8-9-10 KISIM MAH .COBANCESME E-5 YANYOL NO 12 IC KAPI 101;İSTANBUL;BAKIRKÖY;(212) 0000000;;;İİB-YAŞ MEYVE
ARMADA TARIM SANAYI VE TICARET ANONIM SIRKETI;FULYA MAH UYGAR SOK. 16/15 ŞİŞLİ;İSTANBUL;ŞİŞLİ;(212) 2029916;www.armadagrup.com;armadagrup.com;İİB-YAŞ MEYVE
SEVGİ BAĞLARI TARIM İŞLETMELERİ SAN.VE TİC.A.Ş;KÜÇÜKYALI MAH. CUMHURİYET CAD. DALYAN SOK NO:5/5 ;İSTANBUL;MALTEPE;(216) 3725996;;;İİB-YAŞ MEYVE
GENSA KIMYA SANAYI VE TICARET ANONİM ŞİRKETİ;KÖŞKLÜÇEŞME MAH.532.SOK.NO:17;KOCAELI;GEBZE;(262) 6423278;www.gensa.com.tr;gensa.com.tr;İİB-YAŞ MEYVE
LİPTON GIDA VE ÇAY SANAYİ VE TİCARET ANONIM ŞİRKETİ;SARAY MAH. DR.ADNAN BÜYÜKDENİZ CAD.NO:13/13 ;İSTANBUL;ÜMRANİYE;(216) 0000000;;;İİB-YAŞ MEYVE
LAÇİN DOĞAL MADEN SULARI A.Ş;KOCASİNAN MERK.MAH. SAKIP SABANCI CAD. NO:17/A;İSTANBUL;BAHÇELİEVLER;(212) 6561244;;;İİB-YAŞ MEYVE
İSAPUR PLASTİK VE AMB. SAN. DIŞ TİC. LTD. ŞTİ.;D.O.S.B. 2. KISIM D-2034 SK. NO:14 ;KOCAELI;DİLOVASI;(262) 7542269;www.isapur.com;isapur.com;İİB-YAŞ MEYVE
GÜLOR ŞARAPÇILIK TURİZM SAN.VE TİC.A.Ş;OTO SANAYİ SİT.ÇAMLIK YOLU BİRLAS BİNASI NO:2 K:3 4.LEVENT;İSTANBUL;BEŞİKTAŞ;(212) 3245099;gulorwine.com;gulorwine.com;İİB-YAŞ MEYVE
DEREN AMBALAJ SANAYİ VE TİCARET A.Ş.;MIMAR SINAN MAH. ŞEKER PINARCAD. NO:27;İSTANBUL;TUZLA;(216) 4235555;www.deren.com.tr;deren.com.tr;İİB-YAŞ MEYVE
POLATOĞLU GURME GIDA İNŞAAT İTHALAT İHRACAT SAN. VE TİC. LTD. ŞTİ.;GÜNGÖREN MAH. TURGUT ÖZAL CAD. ZİN D ZER SİTE.NO:66-70E;İSTANBUL;ÇEKMEKÖY;(216) 4243444;;;İİB-YAŞ MEYVE
PH İÇECEK A.Ş;İRŞADİYE MAHALLESİ İRŞADİYE MERKEZ MEVKİİKÜME EVLER SU FABRİKASI NO:112;KOCAELI;GÖLCÜK;(262) 4380138;;;İİB-YAŞ MEYVE
MAHİR GIDA SANAYI VE TIC.A.Ş.;ALİRIZA GÜRCAN CAD.  NO:12;İSTANBUL;GÜNGÖREN;(212) 4815461;;;İİB-YAŞ MEYVE
ÖZFEN MAKİNA SANAYİ VE DIŞ TİCARET A.Ş.;KİRAZLIK MH.NO:43 ATATÜRK BLV.;SAMSUN;TEKKEKÖY;(362) 2669160;www.ozfen.com;ozfen.com;İİB-YAŞ MEYVE
DOKURU GIDA İÇ VE DIŞ TİC. A.Ş.;KAYABAŞI MAH. ULUBATLI HASAN CAD. GİRİŞ KAYAŞEHİRSİTESİ D BLOK NO:2H İÇ KAPI:10;İSTANBUL;BAŞAKŞEHİR;(212) 0000000;;;İİB-YAŞ MEYVE
FOODING GIDA EGITIM VE DANISMANLIK TICARET LIMITED SIRKETI;ESENTEPE MAH.TALAT PAŞA CAD. NO:5 İÇ KAPI NO:1;İSTANBUL;KAĞITHANE;(850) 6060656;;;İİB-YAŞ MEYVE
ONURSAL TARIM ANONİM ŞİRKETİ;MERKEZ HAL NO:477 BAYRAMPAŞA-HAL;İSTANBUL;BAYRAMPAŞA;;;;İİB-YAŞ MEYVE
MİNA DRİNKS GIDA İTHALAT İHRACAT LİMİTED ŞİRKET;BAŞAKŞEHİR MAH. İSHAKPAŞA SK. NİDAPARK BAŞAKŞEHİR SİTESİ F BLOK NO: 8FC ;İSTANBUL;BAŞAKŞEHİR;(212) 5441841;;;İİB-YAŞ MEYVE
ABAATE DIŞ TİCARET DENİZCİLİK VE LOJİSTİK LİMİTED ŞİRKETİ;KEMALPAŞA MAH. ŞAHABETTIN BILGISU CAD. BİL YIL APTNO: 133 İÇ KAPI NO: 6 ;KOCAELI;İZMİT;(262) 3323949;http://www.abaate.com.tr;abaate.com.tr;İİB-YAŞ MEYVE
SİLLA MOBİLYA SAN. TİC. LTD. ŞTİ.;BALIKYOLU MAH. OZANLAR CAD. NO:37A;İSTANBUL;ESENYURT;(212) 0000000;;;İİB-YAŞ MEYVE
ARNAS TARIM ÜRETİM VE TİCARET ANONİM ŞİRKETİ;KOŞUYOLU MAH. HALİLİ SOK NO:18/2;İSTANBUL;KADIKÖY;(216) 3390938;;;İİB-YAŞ MEYVE
GLOBALTRADE DIŞ TİCARET VE LOJİSTİK LİMİTED ŞİRKETİ;TAHTAKALE MAH. FIRAT 1 CAD. BAHÇE CITY SİTESİ A BLOK NO: 4/2 İÇ KAPI NO: 69;İSTANBUL;AVCILAR;(212) 5320050;https://globallogistics.com.tr/;globallogistics.com.tr;İİB-YAŞ MEYVE
MSI MEDİKAL GIDA TİCARET LTD. ŞTİ;H.RIFAT PAŞA MAH.PERPA TİC.MERK.A BLOK NO:K5/405;İSTANBUL;ŞİŞLİ;(212) 4373190;www.msi.com.tr;msi.com.tr;İİB-YAŞ MEYVE
MARKA234 SMART CHOICE GIDA A.Ş.;ALTINTEPE MAH. BAĞDAT CAD. NO:63 OFİS 18;İSTANBUL;MALTEPE;(216) 0000000;;;İİB-YAŞ MEYVE
BÜYÜK ÇAMLICA FİDANCILIK SERACILIK İNŞAAT SAN. TİC. LTD. ŞTİ.;KISIKLI ALEMDAĞ CD.NO.73/1;İSTANBUL;ÜSKÜDAR;(216) 3283122;www.bcf.com.tr;bcf.com.tr;İİB-YAŞ MEYVE
HCC İSTANBUL DIŞ TİC.A.Ş;YEŞİLKÖY MAH.ATATÜRK CAD.EGS BUSİNESS    PARK BLOK. NO:12/451;İSTANBUL;BAKIRKÖY;(212) 4650305;www.hccistanbul.com.tr;hccistanbul.com.tr;İİB-YAŞ MEYVE
CALCULUS EĞİTİM DANIŞMANLIK HİZM. VE DIŞ TİC.LTD.ŞTİ;FENERBAHÇE MAH. FENER KALAMIŞ CAD. OGULTURK AP.A BLOK NO:2-4 D:10 ;İSTANBUL;KADIKÖY;(216) 3308899;;;İİB-YAŞ MEYVE
ELMİRA GIDA TARIM ÜRÜNLERİ SAN.VE DIŞ.TİC.LTD.ŞTİ;KOCATEPE MAHALLESİ SEMT GÜMRÜK İSKELESİCADDESİ NO.89 İÇ KAPI NO.1358;İSTANBUL;BAYRAMPAŞA;(212) 6623400;;;İİB-YAŞ MEYVE
URGANCI GIDA TURİZM İNŞAAT SAN. VE DIŞ TİC. LTD. ŞTİ.;BAŞAKŞEHİR İKİTELLİ OSB MAH.ÇORAPÇILAR C BLOK  SOK: 17-18 ;İSTANBUL;BAŞAKŞEHİR;(212) 4858090;www.urganci.com.tr;urganci.com.tr;İİB-YAŞ MEYVE
FARABİ BİTKİSEL VE DOĞAL ÜRÜNLER SANAYİ TİCARET LİMİTED ŞİRKETİ;MAHMUTBEY MAH.2454.SK.NO.10 ;İSTANBUL;BAĞCILAR;(212) 0000000;;;İİB-YAŞ MEYVE
URLA ŞARAPÇILIK GIDA TURİZM TARIM SAN.VE TİC. A.Ş.;8028 SOK. NO:12 KUŞÇULAR KÖYÜ;İZMİR;URLA;(232) 7590111;www.urlasarapcilik.com.tr;urlasarapcilik.com.tr;İİB-YAŞ MEYVE
FRESH ÇILEK TARIM ÜRÜNLERI NAKLIYE SANAYI VE TIC.LTD.ŞTİ.;KARTALTEPE MAH ALİ BEY SK M.ER İŞ MERKEZİ NO:1/4;İSTANBUL;KÜÇÜKÇEKMECE;(212) 5315657;;;İİB-YAŞ MEYVE
METROPOLİTAN GROUP GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ;DUMLUPINAR MAH. YUMURTACI ABDİ BEY CAD. A BLOK NO:4 A İÇ KAPI NO:59;İSTANBUL;KADIKÖY;(216) 0000000;;;İİB-YAŞ MEYVE
AYAYDIN MAĞAZACILIK AŞ;KORU SOK. NO:2/376 ZORLU CENTER;İSTANBUL;BEŞİKTAŞ;(212) 2317300;;;İİB-YAŞ MEYVE
NOTRIKA İTHALAT İHRACAT TİC. LTD. ŞTİ.;ŞEHİT MUHTAR MAH. UTARİT SOK. N:6/A;İSTANBUL;BEYOĞLU;(212) 0000000;;;İİB-YAŞ MEYVE
SEVİLEN ŞARAP SANAYİİ A.Ş.;AKÇAY CAD.NO:239;İZMİR;GAZİEMİR;(232) 2512917;www.sevilengroup.com;sevilengroup.com;İİB-YAŞ MEYVE
TASHGROUP GIDA TEKSTİL GAYRİMENKUL SANAYİ VE TİCARET LİMİTED ŞİRKETİ;YEŞİLTEPE MAH. 56/1. SK. GÜLER NO: 7-9A;İSTANBUL;ZEYTİNBURNU;(212) 0000000;;;İİB-YAŞ MEYVE
CAN TEKS. ENTEGRE TESİS. VE TARIM ÜRN. SAN. TİC. AŞ;KODAMAN SOK.NO.57;İSTANBUL; ;(212) 2332525;www.cantekstil.com.tr;cantekstil.com.tr;İİB-YAŞ MEYVE
AYŞE FOOD TARIM ÜRÜNLERİ TİCARET LİMİTED ŞİRKETİ;ATAKÖY 7-8-910.KIS ÇOBANÇEŞME E-5 YAN YOL CD.NO:12;İSTANBUL;BAKIRKÖY;(212) 2147477;;;İİB-YAŞ MEYVE
TARIMSAL KİMYA TEKNOLOJİLERİ SAN. VE TİC. A.Ş.;MÜSELLES SK.SANTA İŞ MERKEZİ NO:6KAT:7;İSTANBUL;ŞİŞLİ;(212) 2192893;;;İİB-YAŞ MEYVE
GLOBAL FMCG GIDA İTHALAT İHR SAN. TİC. LTD. ŞTİ.;YAKUPLU MAH. GÖÇMEN SOK. NO:1/104 ;İSTANBUL;BEYLİKDÜZÜ;(212) 0000000;;;İİB-YAŞ MEYVE
FLAMİNGO INTERNATIONAL DIŞ TİCARET LİMİTED ŞİRKETİ;NECİP FAZIL MAH. YAYA SK. NO: 21 İÇ KAPI NO: 7;İSTANBUL;SULTANBEYLİ;(216) 0000000;;;İİB-YAŞ MEYVE
MEAT MOOT FOOD GIDA ANONİM ŞİRKETİ;19 MAYIS MAH. ATATÜRK CAD. SITKI BEY PLAZA BLOK NO: 82/1A ;İSTANBUL;KADIKÖY;(224) 2218000;;;İİB-YAŞ MEYVE
YASMİN FOOD GIDA İTHALAT İHRACAT SANAYİ TİCARET LİMİTED ŞİRKETİ;FERHATPAŞA MAH.AKDAL SK.NO:11A;İSTANBUL;ATAŞEHİR;(216) 3870144;http://muhasebe@arminpack.com;arminpack.com;İİB-YAŞ MEYVE
GURMEZ GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ;FATİH SULTAN MEHMET MAH. AKCAN SOK. NO:2 KAPI NO:1;İSTANBUL;SARIYER;;;;İİB-YAŞ MEYVE
SMG TEKS. GIDA İNŞ. SAN. VE TİC. LTD. ŞTİ.;SANAYİ CAD. NO:44 NİSH İSTANBUL REZİDENCE B BLOK K:7 D:84;İSTANBUL;BAHÇELİEVLER;(212) 6303463;www.smggida.com;smggida.com;İİB-YAŞ MEYVE
GÖKSA TURIZM SEYAHAT VE TIC. LTD.ŞTI.;ÇOBANÇEŞME MAH. SANAYİ CAD. NİSH İST SİT. B BLOK  REZ SİT  APT  NO:44B /42  ;İSTANBUL;BAHÇELİEVLER;(212) 2707200;;;İİB-YAŞ MEYVE
MAKİ DOĞA ÜRÜNLERİ VE ORGANİK GIDA SAN.DIŞ TİC.A.Ş.;GÖKTÜRK MERKEZ MAH. 3. MANOLYA SOK.NO:2/Z01;İSTANBUL;EYÜP;(212) 3228228;;;İİB-YAŞ MEYVE
AKİRA ULUSLARARASI GEMİ TEDARİK VE TİCARET LİMİTED ŞİRKETİ;KOZYATAĞI MAH. GÜLBAHAR SK. EGE YILDIZ SİTESİA BLOK NO: 13 İÇ KAPI NO: 36;İSTANBUL;KADIKÖY;(212) 8711314;;;İİB-YAŞ MEYVE
AEP ANADOLU ETAP PENKON GI.TAR.ÜRN.SAN.TİC.A.Ş.;FATİH SULTAN MEHMET MH.BALKAN CD.NO:58 BUYAKA E BLK.K:4 TEPEÜSTÜ;İSTANBUL;ÜMRANİYE;(216) 5770020;www.anadoluetap.com;anadoluetap.com;İİB-YAŞ MEYVE
KARMEN TARIM ÜRÜNLERİ DIŞ TİC. VE PAZ. LTD. ŞTİ.;MEGA CENTER K2 C-27 BLOK 238/1;İSTANBUL;BAYRAMPAŞA;(212) 6408282;;;İİB-YAŞ MEYVE
MERCAN TANITIM DIŞ TİC.VE MÜH. LTD.ŞTİ.;ÇARŞAMBA MANYASIZADE CD.LALEAPT.NO:53;İSTANBUL; ;(212) 6352976;;;İİB-YAŞ MEYVE
BAZAAR GLOBAL İÇ VE DIŞ TİC.LTD.ŞTİ;KOCATEPE MAH. GÜMRÜK İSKELE CAD. NO:48/C-16;İSTANBUL;BAYRAMPAŞA;(212) 6545892;;;İİB-YAŞ MEYVE
MORE FOOD GIDA SANAYİ VE TİCARET LİMİTED ŞİRKETİ;İKİTELLİ OSB 25 CADDE NO 14/1;İSTANBUL;BAŞAKŞEHİR;(212) 4857676;;;İİB-YAŞ MEYVE
NİLKY İÇECEK VE GIDA A.Ş.;ACIBADEM MAH. ÇEÇEN SK. NO: 25 A İÇ KAPI NO: 157;İSTANBUL;ÜSKÜDAR;(216) 0000000;;;İİB-YAŞ MEYVE
EL MEYSEM ULUSLARARASI TİCARET LİMİTED ŞİRKETİ;YAKUPLU MAH. HÜRRİYET BUL. SKYPORT SİTESİ SKYPORTRESİDENCE NO: 1 İÇ KAPI NO: 151;İSTANBUL;BEYLİKDÜZÜ;(212) 0000000;;;İİB-YAŞ MEYVE
MTG GRUP DIŞ TİCARET A.Ş.;19 MAYIS MAH.DR.HÜSNÜ İSMET ÖZTÜRK SK  ELİDE RESIDENCE 3/3 .;İSTANBUL;ŞİŞLİ;;https://www.mtggroups.com;mtggroups.com;İİB-YAŞ MEYVE
ALMA GROUP OTOMOTİV DIŞ TİCARET LİMİTED ŞİRKETİ;TAHTAKALE MAH. FIRAT 1 CAD. NO.4/2 BAHÇECİTY'S RESDENCE İÇKAPI:12;İSTANBUL;AVCILAR;(212) 0000000;;;İİB-YAŞ MEYVE
BUBBLE TEA İÇECEK SAN AŞ;SAHİL MH GÜZEELYURT CD NO 2/1;İSTANBUL;BEYLİKDÜZÜ;(212) 0000000;;;İİB-YAŞ MEYVE
GLOBAL BİYOMEDİKAL SAĞLIK HİZMETLERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ;ATAKENT MAH. 221 SOK ROTA OFFİCE A BLOK NO:3 A/47 ;İSTANBUL;KÜÇÜKÇEKMECE;;;;İİB-YAŞ MEYVE
JET KARGO İTHALAT İHRACAT LİMİTED ŞİRKETİ;SEYİTNİZAM MAHALLESİ G/24 SOKAK NO:6B;İSTANBUL;ZEYTİNBURNU;(212) 5227316;;;İİB-YAŞ MEYVE
ENGİN TARIM MEYVECİLİK GIDA SAN.TİC.A.Ş.;BURHANİYE MAH. ABDULLAHAĞA CAD. ÇULHA İŞ MERK.NO:  KAT.3;İSTANBUL;ÜSKÜDAR;(216) 3184018;www.engintarim.com.tr;engintarim.com.tr;İİB-YAŞ MEYVE
URAS İTH.İHR.VE GIDA PAZ.SAN.VETİC.LTD.ŞTİ.;MERKEZ MAH. ÇİĞDEM CAD.NO:23/3;İSTANBUL;AVCILAR;(212) 5936298;;;İİB-YAŞ MEYVE
ÇETİNKAYA GRUP GIDA İÇECEK VE DIŞ TİCARET LTD. ŞTİ.;BURHANİYE MAH SÜLEYMAN ÇELEBİ SK NO 4/2;İSTANBUL;ÜSKÜDAR;(216) 0000000;;;İİB-YAŞ MEYVE
ÖZİZMAİL GEMİCİLİK İNŞAAT TEKS.SAN.VE TİC.LTD.ŞTİ.;DENİZ MAH.İSTASYON CAD.NO:5;KOCAELI;DERİNCE;(262) 2237093;;;İİB-YAŞ MEYVE
GLOBAL NATUREL GIDA SANAYİ VE TİCARET ANONİM ŞİRKETİ;İKİTELLİ OSB MAH.25.CAD.ÜSTÜN PLASTİL AMBALAJ NO:14/1;İSTANBUL;BAŞAKŞEHİR;(212) 4857676;;;İİB-YAŞ MEYVE
MOONSTAR ORMAN ÜRN.YAŞ SEB.MEY.İNŞ.SAN.TİC.LTD.ŞTİ.;KARASAPAÇA KÖYÜ KURTBELİ OSB MEVKİİ 2 SOK.NO/1;KASTAMONU;TOSYA;(366) 0000000;;;İİB-YAŞ MEYVE
TÜR İŞ GIDA İTH.İHR.SAN.VE TİC LTD.ŞTİ.;MERKEZ MAH.PEYNİRCİ ÇIKMAZ SOKNO:16;İSTANBUL;GAZİOSMANPAŞA;(212) 5523181;;;İİB-YAŞ MEYVE
