firma_adi;adres;sehir;ilce;telefon;website;domain;birlik
FGL ULUS.TAŞ.LOJ.VE DIŞ TİC.LTD.ŞTİ;ZEYTİNBURNU SEYİT NİZAM MAH. DEMİRCİLER SİTESİ 10.YOL NO:7 AYDAŞ İŞ MERK. B-BLOK K:4/32;İSTANBUL;ZEYTİNBURNU;;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
DEMKA MOB.MLZ.TAS.MOB.AGAÇ SAN .TIC.LTD.ŞTI.;SINANBEY MH. METAL IŞL. SAN.SIT. 55. SOKAK NO:5;BURSA;İNEGÖL;(224) 7148303;www.bellus.com.tr;bellus.com.tr;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
ÇINAR TEKELİOĞLU;YENİDOĞAN MAH. NUR SOK NO:10/1;İSTANBUL;BAYRAMPAŞA;;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
TUNA ÇELİK KAPI MOB.OTO DAMPER İNŞ.TUR.SAN.TİC.LTD.ŞTİ.;1.ORGANIZE SANAYI BÖLG.12.CAD.NO:51;KAYSERI;MELİKGAZİ;(352) 3220800;www.tunacelikkapi.com;tunacelikkapi.com;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
EBO TASARIM MÜHENDİSLİK MOBİLYA İNŞAAT VE DIŞ TİCARET LİMİTED ŞİRKETİ;İÇERENKÖY MAH. TOPÇU İBRAHİM SK. QUICK TOWER SİT.NO: 8-10D;İSTANBUL;ATAŞEHİR;(216) 0000000;http://www.ebotasarim.com.tr;ebotasarim.com.tr;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
YÜN ART HALI KİLİM ÇANTA SAN. VE DIŞ TİC. LTD. ŞTİ.;BİNBİRDİREK MAH. KLODFARER CAD. ALİBEY HAN.NO:39/A;İSTANBUL;FATİH;(212) 5173714;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
KAMİTEKS TEKS. SAN. VE TİC. LTD. ŞTİ. ;YAVUZ SK.TRABZON İŞHANI NO:3/1;İSTANBUL;KAĞITHANE;(212) 2256552;www.kamiteks.com;kamiteks.com;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
ÇAĞDAŞ KAĞIT AMBALAJ SAN. VE TIC. LTD. ŞTİ.;LİTROS YOLU NO: 4/1 C BLOK;İSTANBUL;ZEYTİNBURNU;(212) 6741625;www.cagdaskagit.com;cagdaskagit.com;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
KY DESİGN MİMARLIK İTHALAT İHRACAT LİMİTED ŞİRKETİ;ZİYA GÖKALP MAH.SÜLEYMAN DEMİREL BLV.THEOFFİCE NO:7 E İÇ KAPI NO:136;İSTANBUL;BAŞAKŞEHİR;(212) 0000000;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
BATU DİZAYN MOBİLYA VE AKSESUARLARI NAKLİYE İNŞ. SAN VE TİC.LTD.ŞTİ;ERTUGRULGAZİ MAH. ALANYURT CAD. NO:10 ;BURSA;İNEGÖL;(224) 7149194;www.batudesign.com;batudesign.com;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
ALDİ MOBİLYA ORMAN ÜRÜNLERİ İNŞ.GIDA SAN VE TİC.LTD.ŞTİ;ÇELTİKÇİ MAH.5727 SOK NO:3;BURSA;İNEGÖL;(224) 0000000;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
LOYF LOJİSTİK VE DIŞ TİCARET LİMİTED ŞİRKETİ;ATATÜRK MAH KOMSAN ÜSTÜ YOLU 4/18 ATAKENT ;İSTANBUL;KÜÇÜKÇEKMECE;(312) 2292900;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
CELEBİ MOBİLYA İNŞ. VE YAPI DEKORASYON DIŞ TİC.LTD.ŞTİ.;ALTINŞEHİR MAH. CEYLAN SOK NO:62/A;İSTANBUL;ÜMRANİYE;(216) 0000000;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
BURKON MOBİLYA SAN. VE TİC.LTD.ŞTİ.;DUMLUPINAR MAH.FATİH(500) CD.NO:7/A1;BURSA;NİLÜFER;;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
KUTAY MATBAACILIK SAN.VE TIC.L TD.ŞTI.;IKITELLI OR. SANAYI BÖLGESI.TRIKO CENTER M.6.BLOK BODRUM.1;İSTANBUL;KÜÇÜKÇEKMECE;(212) 6719355;www.nurigubuz.com.tr;nurigubuz.com.tr;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
GNŞ MİMARLIK VE YAPI ÜRÜNLERİ SANAYİ TİCARET LİMİTED ŞİRKETİ;YAKUPLU MAH. GÖÇMEN SK. NO: 1 IÇ KAPI NO: 156;İSTANBUL;BEYLİKDÜZÜ;(212) 8924000;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
MİNİMALATÖLYE REKLAMCILIK AJANSI TURİZM VE OTELCİLİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ;ALTINŞEHİR MAHALLESİ 207. SOKAK NO:57 D:1;BURSA;NİLÜFER;(224) 0000000;http://minimalatölye.com;xn--minimalatlye-djb.com;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
MARS İNTERİOR MOBİLYA İNŞ.YAPI MALZEMELERİ OTOMOTİV SAN.VE.TİC .LTD ŞTİ;SÖĞÜTLÜ ÇEŞME MAH FEVZİ ÇAKMAK CAD NO:106/5;İSTANBUL;KÜÇÜKÇEKMECE;(286) 2123300;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
ACAR SANDALYE ORMAN ÜRÜNLERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ;MAHMUDİYE MAH. 1.AKASYA SK. VILYA SANDALYE BLOK NO 4;BURSA;İNEGÖL;(224) 0000000;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
VEYSİ KURTOĞLU - AYE SANDALYE VE MOBİLYA ;MERKEZ MAH. UĞUR SK. NO 2 A ;İSTANBUL;KAĞITHANE;(212) 0000000;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
KOPUZLAR DENİZCİLİK VE NAKLİYAT TİC.LTD.ŞTİ;SOĞANLIK YENİ MAH. ATATÜRK CADDESİ ELSE APT.NO:6/1 K:4;İSTANBUL;KARTAL;(216) 4937073;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
YENİGÜN OYUN ALETLERİ MOBİLYA SAN VE DIŞ TİC. LTD.ŞTİ.;TERAZİDERE MAH. GÜNEŞ CAD. RÜYA SOK.NO:9;İSTANBUL;BAYRAMPAŞA;(212) 5772443;mail@yeniguntavla.com;yeniguntavla.com;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
BİKUTUMUTLULUK TASARIM ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;İDEALTEPE MH.ERAYKENT SİT.3. LOCA İDEALTEPE KON.BL.NO:31B;İSTANBUL;MALTEPE;(850) 3039336;www.bikutumutluluk.com;bikutumutluluk.com;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
İCAD GLOBAL MIMARLIK SAN VE TIC LTD STI;KARLIBAYIR MAH KARLIBAYIR CAD NO:44/9;İSTANBUL;ARNAVUTKÖY;(212) 0000000;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
ALPEREN ZENGİN - ZENKA MOBİLYA DIŞ TİC;YENİCEKÖY MH MOBİLYA CD SEYRAN KOLTUK SİT NO 24/2;BURSA;İNEGÖL;;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
ANT DENIZC.ÇELIK KONSTRÜKSIYON INŞ.MOB.SAN.TIC.LTD.ŞTI.;AYDINTEPE MAH.YAVUZ CAD.NO:21;İSTANBUL;TUZLA;(216) 4942801;www.antdenizcilik.com;antdenizcilik.com;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
ERDEMLİ AMBALAJ MALZ.SAN VE TİC A.Ş.;YENİCEKÖY MAH. FATİH SULTAN MEHMET HAN BLV.NO:30;BURSA;İNEGÖL;(224) 0000000;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
TAM EGİTİM YAYINCILIK MATB.ELEKT.SAN.VE TİC.LTD.ŞTİ;ASKERİ FIRIN SOK GÜL SAN.SİT.A.BLOK NO:10  ;İSTANBUL;ZEYTİNBURNU;(212) 4821286;www.tammatbaa.com;tammatbaa.com;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
İNFİNİTY MATBAACILIK REKLAM GRAFİK AMBALAJ İTH.İHR.SAN.VE TİC.LTD.ŞTİ.;SULTANİYE MAH.DOĞAN ARASLI BULV.NO:150/242;İSTANBUL;ESENYURT;(212) 5961000;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
RESTORE MOBILYA NAKL.INŞ.GIDA TURIZM TEKS.SAN.VE TIC.LTD.ŞTI;K.SAN.SIT.AĞAÇ IŞLERI BÖLGESITANDOĞAN CAD. 29.SK NO:2;BURSA;İNEGÖL;(224) 7185595;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
VEGA TANITIM ORGANİZASYON VE SANAYİ TİCARET LİMİTED ŞİRKETİ;YEŞİLCE MAH. ÇELİK CAD. NO: 20 İÇ KAPI NO: 1;İSTANBUL;KAĞITHANE;(212) 7204020;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
PRIZMA AMBALAJ SAN.VE TIC.LTD. ŞTI.      (K.G-IMZ.AT.IMZ.SI);DAVUTPAŞA CAD.DAVUTPAŞA EMINTAŞ SAN.SIT.NO:103/585;İSTANBUL;ZEYTİNBURNU;(212) 5018411;www.prizmaambalaj.com;prizmaambalaj.com;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
IZMIR TURIZM INŞ VE TIC.A.Ş;M.KEMAL SAHIL BULVARI NO:2;İZMİR;NARLIDERE;02322387878;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
ADEMOĞLU MOBİLYA İNŞ. SAN. VE TİC.LTD.ŞTİ;MAHMUDİYE MAH. 16. MOBİLYA SOK NO:45/1;BURSA;İNEGÖL;(224) 7150822;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
ÖZYILDIZ  ORMAN  ÜRÜNLERİ  TEKNİK. HIRDAVAT  TARIM.  İNŞA. SAN. VE TİC. LTD.ŞTİ;BEKİRPAŞA  BELDESİ  KOZLUK  MAH. NO:91ADAPAZARI;SAKARYA;ADAPAZARI;(264) 3534906;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
SADE OFSET MATBAACILIK AMBALAJ SANAYİ VE TİCARET LİMİTED ŞİRKETİ;100 YIL MAHALLESİ MATBAACILAR SİTESİ 2. CADDE NO:176-177;İSTANBUL;BAĞCILAR;(212) 6290339;www.sadeofset.com.tr;sadeofset.com.tr;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
ADG GOLD MİMARLIK LİMİTED ŞİRKETİ;YENİBOSNA MERKEZ MAH. LADİN SK. KUYUMCUKENTNO:4 M İÇ KAPI NO:1282;İSTANBUL;BAHÇELİEVLER;(212) 0000000;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
MUHAMMET BURAK GONCA;YAMANEVLER MAH. AKGÜL SK. NO: 1 IÇ KAPI NO: 18;İSTANBUL;ÜMRANİYE;(212) 0000000;www.btsajans.com;btsajans.com;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
TURKCELL ILETISIM HIZMETLERI A.S.;AYAZAĞA MAH.SPRING GİZ PLAZAKAT:11;İSTANBUL;ŞİŞLİ;2852080-4HAT;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
MAKROSAN KİMYA SANAYİ VE TİCARET LTD.ŞTİ;VELİMEŞE OSB MAH.223 SOKAK NO:9/3 Z11;TEKIRDAĞ;ERGENE;(282) 0000000;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
BAHADIR DAYLAN - MONTERİ SOFA;MAHMUDİYE MAH. ÖZLEM SK. 3;BURSA;İNEGÖL;(224) 0000000;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
SEYFULLAH YAZICIGIRCIN;ADEM YAVUZ MAH 2335/6 SOK NO 4/17;KOCAELI;GEBZE;(262) 7422721;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
KORTEKS MENSUCAT SAN. VE TİC. AŞ;ORGANIZE SAN.BÖL.SARI CAD.NO 3;BURSA; ;(224) 2191100;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
AL-MUKHTAR THE TRME AN. PREST. W.P. AND VOC. SAF. ME. MER. LİBYA TÜRKİYE İSTANBUL ŞUBESİ;ATATÜRK BULVARI EMLAK BANKASI B1 C31 N142 K5 D22;İSTANBUL;FATİH;(212) 5190098;www.elmuhtar.com.tr;elmuhtar.com.tr;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
UNİFİM DIŞ TİCARET ANONİM ŞİRKETİ;YUNUS EMRE MAH. MABET SK. NO: 12/1 İÇ KAPI NO: 2;İSTANBUL;SANCAKTEPE;(216) 2827079;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
TEKNOPLAS POLYESTER PLASTİK SANAYİ VE TİCARET ANONİM ŞİRKETİ;RAMAZANOĞLU MAH.SANAYİ CAD.NO:12-1 ;İSTANBUL;PENDİK;(216) 3782074;http://www.teknoplas.net;teknoplas.net;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
LİNA İNTERNATİONAL İHRACAT İTHALAT TİCARET LİMİTED ŞİRKETİ;BULGURLU MAH.YERLİOĞLU SK. ŞÜKRAN APT 1A;İSTANBUL;ÜSKÜDAR;(216) 0000000;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
MAMOS DIŞ TİC.LTD.ŞTİ.;AKSARAY MAH. SİNEKLİ BAHÇE ARALIĞI SOK.ASİL APT BLOK NO:1A;İSTANBUL;FATİH;(212) 0000000;aaranso.com;aaranso.com;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
MURAT ERDOĞAN;ÜÇEVLER MH 220 SK KÜÇÜK SAN SİT 77 BLOK NO 62/1;BURSA;NİLÜFER;(224) 0000000;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
DETA AMBALAJ KAĞIT PLASTİK TEMİZLİK GIDA İTH. İHR. A.Ş.;TURGUT REİS MAH. FATİH BULVARI NO:281AİÇ KAPI:1;İSTANBUL;SULTANBEYLİ;;www.detaambalaj.com;detaambalaj.com;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
ALFA ZEKA EĞİTİM VE ELEKTRONİK HİZMETLER SANAYİ TİCARET LİMİTED ŞİRKETİ;BEŞEVLER MAH. KAYA(130) SK. NO: 3 A;BURSA;NİLÜFER;(224) 0000000;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
EMBALLAGE DIŞ TİCARET LİMİTED ŞİRKETİ;DEFTERDAR MAH. OTAKÇILAR CAD. SİNPAŞ FLATOFİS NO:78/94;İSTANBUL;EYÜP;(212) 0000000;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
ASİYE ÖZKAN;EDEBEY MAH. EDEBEYKÖY CAD. NO: 3;BURSA;İNEGÖL;(224) 0000000;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
HOMİTİS DIŞ TİC LTD ŞTİ;YENİDOĞAN MH HİLAL SK NO 1/80;İSTANBUL;BAYRAMPAŞA;(212) 5442665;www.homitis.com;homitis.com;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
EBRUSOFA MOB. İNŞ. SAN. VE TİC. LTD. ŞTİ.;MAHMUDİYA E MH. BİRGÜL SK. NO 6;BURSA;İNEGÖL;(224) 7110533;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
FİNN TASARIM MİMARLIK YAPI VE DEKORASYON TİCARET LİMİTED ŞİRKETİ;İKİTELLİ OSB MAH. MASKO SOK MASKO SANAYİ KAMELYA NO:13;İSTANBUL;BAŞAKŞEHİR;(212) 0000000;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
A 34 AMBALAJ REKLAM VE HEDİYELİK EŞYA LTD.ŞTİ;ORUÇ REİS MAH.TEKSTİL KENT B 14 BLOK NO:66;İSTANBUL;ESENLER;(212) 4386646;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
VİONSELİFE MOBİLYA TEKSTİL İNŞAAT İTHALAT İHRACAT SANAYİ TİCARET LİMİTED ŞİRKETİ;CERRAH MAHALLESİ ESKİ İPEK CADDESİ D BLOK NO:17BİÇ KAPI NO:1;BURSA;İNEGÖL;(224) 0000000;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
FİLİZ SEÇEN;MAHMUDİYE MAH. SANAYİ CAD. NO:5;BURSA;İNEGÖL;;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
GOLDLİFE MİMARLIK VE TASARİM HİZM.LTD.ŞTİ.;CUMHURİYET MAH VATAN CAD. 3K İŞ MERK NO:1A;İSTANBUL;ÇEKMEKÖY;(216) 0000000;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
TRAKO  ELEKTRIK ITH.IHR.VE MUM ESSILLIK SAN.TIC.LTD.STI.;GÜMÜŞSUYU HARICIYE KONAĞI SOK.NO:7-9 İÇ KAPI NO:10 ;İSTANBUL;BEYOĞLU;(212) 2920453;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
MONO LABORATUVAR SİSTEMLERİ İÇ VE DIŞ TİCARET LİMİTED ŞİRKETİ;ESENTEPE MAH.MİLANGAZ CAD.D.KAYA VİZYON SİT.A1 BLK.APT.77/1/38;İSTANBUL;KARTAL;(212) 5520202;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
AAD DİZAYN DEKORASYON MİM. VE MÜH. HİZM. SAN. VE DIŞ TİC.LTD.ŞTİ;K. BAKKALKÖY MAH. VEDAT GÜNYOL CAD.DEFNE SOKNO:1 FLORA RECİDANCE K:5 D:511;İSTANBUL;ATAŞEHİR;(216) 6887380;www.aadarc.com;aadarc.com;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
NDESİGN MOBİLYA KOLTUK MOBİLYA MALZEMESİ PAZARLAMA SANAYİ TİCARET LTD.ŞTİ.;ORGANIZE SANAYI BOLGESI 1.CADNO 12;BURSA;İNEGÖL;(224) 7148068;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
RECEP SAMET YILMAZ;İNÖNÜ MAH ADA CAD. NO:159;SAKARYA;AKYAZI;(264) 0000000;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
GETPACK İÇ VE DIŞ TİCARET A.Ş;EKİNOBA MAH.MUSTAFA KEMAL BUL.D BLOKNO:7/3 İÇ KAPI NO:21 34500 ;İSTANBUL;BÜYÜKÇEKMECE;(212) 0000000; www.get-pack.com ;get-pack.com;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
FZM HOME MOBİLYA SANAYİ VE TİCARET LİMİTED ŞİRKETİ;MAHMUDİYE MAH. NİL SK. NO:25;BURSA;İNEGÖL;(224) 0000000;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
FORESTA ENTEGRE AĞAÇ SAN. VE TIC. LTD. ŞTI.;YENİKÖY MAH. 612. SK. NO: 12;BURSA;İNEGÖL;(224) 7152615;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
AMBARDİZAYN MOBİLYA DEKORASYON SANAYİ VE TİCARET LTD. ŞTİ.;YAVUZ SELİM MAH. AKDENİZ CAD. NO:34 ;İSTANBUL;BEYKOZ;(216) 2723124;;;İİB-MOB.KAĞIT VE ORMAN İHR.BRL.
