firma_adi;adres;telefon;website;domain;birlik
BEST ELEKTRİK TAAHHÜT VE TİCARET ANONİM ŞİRKETİ;AĞIR SANAYİ BÖLGESİ NO:1 MERKEZ BALIKESİR;(266) 2418200;www.aeg-genel.com.tr;aeg-genel.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
ERSE KABLO SANAYİ VE TİCARET ANONİM ŞİRKETİ;HALİL RIFAT PAŞA MAH.YÜZER HAVUZ SOKAK.NO:5-9 ŞİŞLİ İSTANBUL;(212) 3202680;www.ersekablo.com.tr;ersekablo.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
KÜRKÇÜOĞLU İÇ VE DIŞ TİCARET ANONİM ŞİRKETİ;SANAYİ MAH.URAN SOK.NO:3/1 PENDİK İSTANBUL;(216) 4445930;www.kj.com.tr;kj.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
EMSA ENERJİ PAZARLAMA VE DIŞ TİCARET ANONİM ŞİRKETİ;MECLIS MAHALLESİ KARACAOĞLAN SOK.NO:2/A SANCAKTEPE İSTANBUL;(216) 4200003;www.emsa.gen.tr;emsa.gen.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
SARKUYSAN ELEKTROLİTİK BAKIR SANAYİ VE TİCARET ANONİM ŞİRKETİ;EMEK MAH. ASİROGLU CAD. NO:147 DARICA KOCAELİ;(262) 6766600;www.sarkuysan.com;sarkuysan.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
2M KABLO SANAYİ VE TİCARET ANONİM ŞİRKETİ;SANCAKTEPE MAH.KLAS SOK. NO:8 K:2 SİLİVRİ İSTANBUL;(212) 2228250;www.2mkablo.com;2mkablo.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
GÜNSAN ELEKTRİK MALZEMELERİ SAN.VE TİC. A.Ş.;OSMANGAZI MAH. YILDIRIM BEYAZIT CD. N:29 SANCAKTEPE İSTANBUL;(216) 5617480;www.gunsanelectric.com;gunsanelectric.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
E.G.O. ELEKTRİKLİ ALETLER SAN. AŞ;ERGENE 1 O.S.B. VAKIFLAR OSB MAH. İSTANBUL CAD. NO:11/A ERGENE TEKİRDAĞ TEKİRDAĞ;(282) 6846800;www.egoproducts.com.tr;egoproducts.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
ALCE ELEKTRİK SANAYİ VE TİCARET ANONİM ŞİRKETİ;RAMAZANOĞLU MAH. TRANSTEK CAD.NO:6 ŞEYHLİ ŞEYHLİ PENDİK İSTANBUL;(216) 5854200;www.alce-elektrik.com.tr;alce-elektrik.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
MUTLU AKÜ VE MALZEMELERİ SANAYİ A.Ş.;TEPEÖREN MAH. ESKİ ANKARA YOLU CAD. NO: 210 TUZLA İSTANBUL;(212) 5816200;www.mutlu.com.tr;mutlu.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
DE-KA ELEKTROTEKNİK SANAYİ VE TİCARET ANONİM ŞİRKETİ;AKSE MAH. FEVZİ ÇAKMAK CAD. NO:140 ÇAYIROVA KOCAELİ;(262) 7436060;www.de-ka.com;de-ka.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
ÜNİKA ÜNİVERSAL KABLO SANAYİ VE TİCARET ANONİM ŞİRKETİ;LEVENT MAH.YENİ SÜLÜN SOK.N:5 BEŞİKTAŞ İSTANBUL;(212) 2782353;www.unika.com.tr;unika.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
ORKOM MADENCİLİK A.Ş.;AHİ EVRAN ORGANİZE SANAYİ BÖL.MAH. NAHÇİVAN CAD. NO:11 SİNCAN ANKARA;(312) 2676080;www.mnggold.com;mnggold.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
PANASONIC ELEKTRİC WORKS ELEKTRİK SAN VE TİC. A.Ş;ABDURRAHMAN GAZI MAH EBUBEKIRCAD NO.44 SANCAKTEPE İSTANBUL;(216) 5645555;lstr.panasonic.com;lstr.panasonic.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
ESAN AKÜMÜLATÖR VE MALZEMELERİ SANAYİ TİCARET ANONİM ŞİRKETİ;DİLOVASI OSB 4.KISIM D-4011 SK N:7 GEBZE KOCAELİ;(262) 5021740;www.esanaku.com;esanaku.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
SONMEZ TRANSFORMATOR SAN.VE TIC.A.S.;İSTASYON MAH. 1495/1 SOK. NO.2 GEBZE KOCAELİ;(262) 6555450;www.sonmeztrafo.com.tr;sonmeztrafo.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
ETABİR BİRTAŞ KABLO SANAYİ VE DIŞ TİCARET LİMİTED ŞİRKETİ;ŞAIR ZIYAPAŞA YOKUŞU BANKALAR CAD. TOPÇUOĞLU HAN. NO: 42TOPÇUOĞLU HAN. NO: 42 BEYOĞLU İSTANBUL;02122931664;www.etabirkablo.com;etabirkablo.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
ÜNKA KABLO SANAYİ VE TİCARET ANONİM ŞİRKETİ;SARAY MAH. AHMET TEVFİK İLERİ CAD.NO.16/4 ÜMRANİYE İSTANBUL;02166341440;www.unkakablo.com.tr;unkakablo.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
KASTRO KABLO SANAYİ VE TİCARET ANONİM ŞİRKETİ;TERAZİDERE MAH. GÜNEŞ TEL SOK. NO:5 BAYRAMPAŞA İSTANBUL;(212) 2200100;www.kastrokablo.com;kastrokablo.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
KONTROLMATİK TEKNOLOJİ ENERJİ VE MÜHENDİSLİK A.Ş.;ORUÇREİS MAH.TEKSTİLKENT CAD.12-B/154 ESENLER İSTANBUL;(212) 6592441;www.kontrolmatik.com;kontrolmatik.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
KABEL KABLO ELEMANLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ;ORGANIZE SANAYI BOLGESI 11.CADZEYTINOGLU BULVARI N:19 Merkez ESKİŞEHİR;(222) 2360087;www.endel.com.tr;endel.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
VİANET TELEKOMÜNİKASYON İLETİŞİM HİZMETLERİ VE TİCARET ANONİM ŞİRKETİ;OSMANGAZİ MAH. MÜSTESNA SK.NO:37 SAMANDIRA SAMANDIRA SANCAKTEPE İSTANBUL;(216) 3119295;www.vianet.com;vianet.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
ESİTAŞ ELEKTRİK SANAYİ VE TİCARET ANONİM ŞİRKETİ;ORGANİZE SANAYİ BÖLGESİ MAH.5. CAD.NO:23A DİLOVASI KOCAELİ;(216) 3043270;www.esitas.com;esitas.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
AXPO TURKEY ENERJİ A.Ş.;AYTAR CAD. FECRİ EBCİOGLU SOK. RSD OFİS NO:4 KAT:2 34330 BEŞİKTAŞ BEŞİKTAŞ İSTANBUL;(212) 2699080;https://www.axpo.com/tr/en/about-us.html;axpo.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
APPLE TEKNOLOJİ VE SATIŞ LTD.ŞTİ;FSM MAH.POLİGON CAD.BÜYÜKA S ST.NO:8 BLOK NO:2 CBLOK K:18 ÜMRANİYE İSTANBUL;(212) 2881812;www.apple.com.tr;apple.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
ARKEL ELEKTRİK ELEKTRONİK SAN. VE TİC. A.Ş.;EYÜP SULTAN MAH ŞAH CİHAN CAD N:69/B SANCAKTEPE İSTANBUL;(216) 5406724;www.arkel.com.tr;arkel.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
GÜÇBİR JENERATÖR SANAYİ VE TİCARET ANONİM ŞİRKETİ;ŞERİFALİ MAH. TAVUKÇUYOLU CAD. NO: 200 ÜMRANİYE İSTANBUL;(216) 3127979;www.gucbirjenerator.com;gucbirjenerator.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
FESTO SANAYİ VE TİCARET ANONİM ŞİRKETİ;AYDINLI İSTANBUL ANADOLU YAKASI ORGANİZE SANAYİ BÖLGESİ MAHALLESİ ÜNİVERSİTE CADDESİ NO:45 AYDINLI TUZLA İSTANBUL;(216) 5850003;www.festo.com.tr;festo.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
BAYSAN İTHALAT İHRACAT TİC. A.Ş.;UZUNBEY MAH. CUMHİRİYET CAD. NO:64 KARTEPE KOCAELİ;(262) 3716141;www.baysankazan.com;baysankazan.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
WELLSPECT MEDİKAL SANAYİ VE TİCARET ANONİM ŞİRKETİ;FATİH MAHALLESİ 3105 CAD. NO:8 KAHRAMANKAZAN ANKARA;03128154624;www.oasismedikal.com;oasismedikal.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
SANKA SANAYI KABLOLARI A.S.;İ.O.S.B.METAL İŞ SAN.SİT. 16 BLOKN:5/7 BAŞAKŞEHİR İSTANBUL;(212) 2681853;www.sankakablo.com.tr;sankakablo.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
ÖZLER KABLO İÇ VE DIŞ TİCARET SANAYİ ANONİM ŞİRKETİ;PELİTLİ MAH YENİ MEZARLIK YOLU CADN:46 GEBZE KOCAELİ;(262) 7515200;www.ozlerkablo.com.tr;ozlerkablo.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
REÇBER KABLO ANONİM ŞİRKETİ;TÜRKGÜCÜ KÖYÜ YOLU ÜZERİYILMAZ ALPASLAN CAD.4.KM N:73 ARNAVUTKÖY İSTANBUL;(212) 7742323;www.recber.com.tr;recber.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
ARKEN JENERATÖR ANONİM ŞİRKETİ;HARAÇCI MAH. DOLMABAHÇE CAD. N:22KOBİ İŞ MER NO:51/2 ARNAVUTKÖY İSTANBUL;(212) 4240275;www.arkenjenerator.com;arkenjenerator.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
GESBEY ENERJİ TÜRBİNİ KULE ÜRETİMİ SAN.VE TİC.A.Ş.;BANDIRMA OSB BUĞDAĞLI KÖYÜTAŞTEPE MEVKİİ 2. CAD. NO:5 GÖNEN BALIKESİR;(266) 7110500;www.gri.com.es;gri.com.es;TET - Elektrik ve Elektronik İhracatçıları Birliği
ELİN ELEKTRİK İNŞAAT MÜŞAVİRLİK PROJE TAAHHÜT TİCARET VE SANAYİ ANONİM ŞİRKETİ;ÜMİT MAH. 2535. SOK. NO 1 ÜMİTKÖY ÇANKAYA ANKARA;(312) 2353838;www.elin.com.tr;elin.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
ARMA FİLTRE SİSTEMLERİ SAN. VE TİC. A. Ş.;SAKARYA 1.ORGANİZE SANAYİ BÖLGESİ NO:13 ARİFİYE SAKARYA;(264) 2769010;www.armafiltre.com.tr;armafiltre.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
TEKPAN TEKNİK ELEKTRİK KUMANDA PANO SAN.VE TURİZM TİC. A.Ş.;HALİLBEYLİ OSB MH PARSA CD NO.2/1 BAĞYURDU OSB 35730 KEMALPAŞA KEMALPAŞA İZMİR;(232) 8771877;www.tekpan.com.tr;tekpan.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
COIL PARTNERS BOBİNAJ SAN. VE TİC. A.Ş.;OSMANGAZI MH.CEYHAN CD.NO:23 ÜMRANİYE İSTANBUL;;www.coilpartners.com;coilpartners.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
LANDE ELEKTRİK DIŞ TİCARET A.Ş.;MERVE MAHALLESİ GAZİ CADDESİ NO : 17 YENİDOĞAN SANCAKTEPE İSTANBUL;(216) 3122653;www.lande.com.tr;lande.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
CORNING OPTİK İLETİŞİM SAN. LTD. ŞTİ.;GEBZE ORG.SAN.BOLG. TEMBELOVA MEVKİİ GENÇLİK CAD. NO:3003 GEBZE KOCAELİ;(262) 6737000;www.corning.com;corning.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
YEO TEKNOLOJİ ENERJİ VE ENDÜSTRİ A.Ş.;ESENTEPE MAH. KELEBEK SK. MARMARA KULE SİTESİ B-BLOK NO: 2/1 KARTAL/İSTANBUL TURKEY 34870 KARTAL, İS KARTAL İSTANBUL;02164942676;www.yeo.com.tr;yeo.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
BİRİKİM KABLO SANAYİ VE TİCARET ANONİM ŞİRKETİ;AKÇABURGAZ MAH.3109.SOKAK NO:3/3 ESENYURT İSTANBUL;(212) 6729224;www.birikimkablo.com;birikimkablo.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
BAŞOĞLU KABLO VE PROFİL SANAYİ VE TİCARET ANONİM ŞİRKETİ;İÇERENKÖYYOLU CAD. KEYAP SAN.SIT. E-2 BLOK NO:82 YUKARIDUDULLU ÜMRANİYE İSTANBUL;02164205940;www.basoglukablo.com;basoglukablo.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
SIEMENS HEALTHCARE SAĞLIK A.Ş.;ESENTEPE MAH.YAKACIK CAD.N:111 KARTAL İSTANBUL;(216) 4592372;www.healthcare.siemens.com;healthcare.siemens.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
ELTE PANO ELEKTRİK MAK. METAL MUHENDİSLİK SANAYİ VE TICARET LİMİTED ŞİRKETİ;İSTANBUL DERİ ORGANİZE SANAYİ BÖL. GÜDERİ CAD. (7A YOLU) P1 ÖZEL PARSEL NO:16 TUZLA İSTANBUL;(216) 4840666;www.eltepano.com;eltepano.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
LEGRAND ELEKTRİK SANAYİ ANONİM ŞİRKETİ;İHSAN DEDE CAD. GOSB 100.CAD.NO.112 GEBZE KOCAELİ;(262) 7511258;www.legrand.com.tr;legrand.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
SCHNEIDER ELEKTRİK SANAYİ VE TİCARET ANONİM ŞİRKETİ;DEFNE SOKAK NO:3 BÜYÜKHANLI PLAZA KÜÇÜKBAKKALKÖY ATAŞEHİR İSTANBUL;(216) 6558888;www.schneider-electric.com;schneider-electric.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
TUMPA ELEKTRİK MALZEMELERİ TİCARET VE PAZARLAMA A.Ş.;EVLİYA ÇELEBİ MAH. MEŞRUTİYET CAD. İŞ HAN APARTMANI NO:66/A BEYOĞLU İSTANBUL;(212) 2569405;www.tumpaelektrik.com.tr;tumpaelektrik.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
HATKO TEKNİK DONANIMLAR MÜMESSİLLİK VE TİC. AŞ;VİŞNEZADE MAH. ACISU SK. NO:15 BEŞİKTAŞ İSTANBUL;(212) 2589983;www.hatko.com;hatko.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
DT MÜHENDİSLİK VE TAAHHÜT ANONİM ŞİRKETİ;ŞERİF ALİ MAHALLESİ BAŞER SOKAK NO:30/32 ÜMRANİYE İSTANBUL;(216) 5275212;www.dnt-group.com;dnt-group.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
NNG ENERJİ TEKNOLOJİ TAAHHÜT VE TİCARET LİMİTED ŞİRKETİ;KISIKLI MAHALLESİ İMAM ETHEM SOKAK NO:4 /1 PK:34692 ÜSKÜDAR İSTANBUL;(216) 5106962;www.nngenerji.com;nngenerji.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
GERSAN ELEKTRIK TICARET VE SANAYI A.S.;İST. ANADOLU YAKASI O.S.B. GAZİ BULV. NO:39 TUZLA İSTANBUL;(216) 5930050;www.gersan.com.tr;gersan.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
VEKMAR ELEKTRİK SİSTEMLERİ YATIRIM VE TİCARET ANONİM ŞİRKETİ;ISTANBUL TUZLA BOYA VERNIK OR. SAN.BOLG. 8. CAD. NO:7 TUZLA İSTANBUL;02165931100;www.vekmar.com.tr;vekmar.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
CANOVATE ELEKTRONIK ENDUSTRI VE TICARET ANONİM ŞİRKETİ;EKŞİOĞLU MAH. ATABEY CAD. NO:12/1 34782 ÇEKMEKÖY İSTANBUL;(216) 4842222;www.canovate.com;canovate.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
ÇETİNKAYA PANO SAC TABLO VE PLASTİK SANAYİ TİCARET A.Ş.;İSTKİLAL MAH PİRİ REİS CAD N:6 KIRAÇ ESENYURT İSTANBUL;(212) 6895689;www.cetinkayapano.com;cetinkayapano.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
ÇALIK ENERJİ SAN. VE TİC. AŞ;AK PLAZA YAŞAM CD. N:7 K:17SÖĞÜTÖZÜ ÇANKAYA ANKARA;(312) 2077000;www.calikenerji.com;calikenerji.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
ALİMAR MAKİNA SANAYİ VE TİCARET ANONİM ŞİRKETİ;UZAY ÇAĞI BULVARI ALİMAR TİCARET MERKEZİ 1432 SOKAK NO:2/1 OSTİM OSB İSKİTLER YENİMAHALLE ANKARA;(312) 3544017;www.alimar.com.tr;alimar.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
ELK MOTOR SAN. VE TİC. A.Ş.;ESENYURT ATATÜRK MAH.LOZAN CAD. N:17 ESENYURT İSTANBUL;(212) 8869000;www.elkmotor.com.tr;elkmotor.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
MURAT TİCARET KABLO SANAYİ ANONİM ŞİRKETİ;TOSB MEVKII TAYSAD ORG SAN BOLG 1. CAD 16. YOL 41420 ÇAYIROVA KOCAELİ;(262) 6796700;www.muratticaret.com;muratticaret.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
CASPER BİLGİSAYAR SİSTEMLERİ ANONİM ŞİRKETİ;FATİH SULTAN MAH. BALKAN CAD. NO.47 CCASPER PLAZA ÜMRANİYE İSTANBUL;02165286666;www.casper.com.tr;casper.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
İLTEKNO İLERI TEKNOLOJİ MUHENDİSLİK VE TİCARET ANONİM ŞİRKETİ;KORE ŞEHİTLERİ CADDESİ NO:53 ZİNCİRLİKUYU ŞİŞLİ ŞİŞLİ İSTANBUL;02122967740;www.iltekno.com;iltekno.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
BBS METAL MONTAJ ELEKTRIK SAN.VE TIC.LTD.STI.;SULTAN ORHAN MAH. HASKÖY SAN. SİT NO.15 SARIYER İSTANBUL;(212) 6428999;www.bbsmetal.com.tr;bbsmetal.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
MİRSAN ENDÜSTRİYEL ÜRÜNLER METAL SANAYİ VE TİCARET LİMİTED ŞİRKETİ;75.YIL OSB MAH. 2004 CAD. NO:10 ODUNPAZARI/ESKİŞEHİR NO:10 OSB MAH 26010 ODUNPAZARI, ESKIŞEHIR, TÜRK ODUNPAZARI ESKİŞEHİR;(222) 2369123;www.mirsanelektrik.com.tr;mirsanelektrik.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
BIÇAKCILAR TIBBİ CİHAZLAR SAN. VE TİC.A.Ş;OSMANGAZİ MAH. GAZİ CAD. NO:21 ŞİŞLİ İSTANBUL;02122108585;www.bicakcilar.com;bicakcilar.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
HİLKAR ELEKTRİK ANONİM ŞİRKETİ;1. ORGANİZE SANAYİ BÖLGESİ 1.YOL NO:16 Merkez SAKARYA;02642755540;www.hilkar.com;hilkar.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
ELKON ELEKTRIK SANAYI VE TICAR ET A.S.;RAUF ORBAY CAD. NO. 37 TUZLA İSTANBUL;02163956695;www.elkon-tr.com;elkon-tr.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
EKSA ELEKTRONİK BİLGİ İŞLEM SANAYİ VE DIŞ TİCARET ANONİM ŞİRKETİ;BULGURLU MAH. ALEMDAĞ CAD. 56B ÜSKÜDAR İSTANBUL;(216) 5249999;www.eksa.com.tr;eksa.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
SARCAM BOBİNAJ VE TRAFO TELLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ;O.S.B. MAHALLESİ MAKİNE İHTİSAS O.S.B 8.SOKAK NO:9 DİLOVASI KOCAELİ;(262) 7229515;www.sarcam.com.tr;sarcam.com.tr;TET - Elektrik ve Elektronik İhracatçıları Birliği
HIZLI SİSTEM BİLGİSAYAR SAN. VE TİC. LTD. ŞTİ.;HÜRRİYET MAH.139 SOK. (ESKİ BURAK SOK.) NO:8 GÜNEŞLİ BAĞCILAR İSTANBUL;;www.hizlikartus.com;hizlikartus.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
MURAT AYDINLATMA SAN. VE TİC.A.Ş.;ÖMERLİ MAH. RENGİN SOK. NO:13 ARNAVUTKÖY İSTANBUL;(212) 8559996;www.avolux.com;avolux.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
MEKAS DIŞ TİCARET ANONİM ŞİRKETİ;SAID SOK. NO:26/16 ABDURRAHMANGAZI MH SULTANBEYLİ İSTANBUL;;www.mekaskablo.com;mekaskablo.com;TET - Elektrik ve Elektronik İhracatçıları Birliği
